Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion;;;
2018;4;bb001315903;Chocolates Varsovienne;Isabel Margarita Varas Garcés;BB001177116;Subsecretaría de la Mujer y la Equidad de Género;bb001;Secretario(a) Regional Ministerial Región Metropolitana de Santiago;21-12-2018;Por el cargo que detenta;;;
2018;4;ct001294643;Set de cafetera y café Roasters & Co.;Gloria Alejandra De La Fuente González;CT001159701;CONSEJO PARA LA TRANSPARENCIA;ct001;Consejero(a) del Consejo para la Transparencia;22-10-2018;Invitación a Seminario;;;
2018;4;ct001307193;"Album 2018 ""Ciudad somos todos"", Hogar de Cristo";Gloria Alejandra De La Fuente González;CT001159701;CONSEJO PARA LA TRANSPARENCIA;ct001;Consejero(a) del Consejo para la Transparencia;14-12-2018;Regalo prototcolar;;;
2018;4;mu012314033;Pavo;Gerardo Alfredo Espíndola Rojas;MU01281916;MUNICIPALIDAD DE ARICA;mu012;Alcalde;21-12-2018;Saludo Protocolar;;;
2018;4;mu035308813;2 bottellas de Ron Barcelo;David Urbina Huerta;MU03582345;MUNICIPALIDAD DE CERRO NAVIA;mu035;Concejal(a) DAVID URBINA HUERTA;20-12-2018;Se dará como donación para persona enferma que realizara rifa;;;
2018;4;mu036303783;30 manzanas,30 naranjas,60 botellas de agua mineral 600cc,ademas morrales ,gorros y poleras con logo de la empresa;María Clara Lazcano Fernández;MU03682694;MUNICIPALIDAD DE CHAITÉN;mu036;Alcalde(sa);30-11-2018;TELETON;;;
2018;4;mu043323273;galvano de acrílico;ALEJANDRA  MARTINEZ JELDRES;MU04388734;MUNICIPALIDAD DE CHILLÁN VIEJO;mu043;Concejal(a);02-12-2018;Entrega de Campeonato de cueca pareja seleccionada;;;
2018;4;mu056300023;Galvano;ARTURO JAVIER MAMANI ESTEBAN;MU05684447;MUNICIPALIDAD DE COLCHANE;mu056;Concejal(a);22-10-2018;Campeonato de futbol;;;
2018;4;mu061313173;OBSEQUIOS;PABLO ALONSO IBARRA IBARRA;MU06112427;MUNICIPALIDAD DE CONCEPCIÓN;mu061;Secretario(a) Municipal;28-12-2018;FESTIVIDAD AÑO NUEVO;;;
2018;4;mu118308133;Botella de Aceite y Pasta de Aceitunas;Eugenio Carvajal;MU118113709;MUNICIPALIDAD DE LA CRUZ;mu118;Director(a) de Obras Municipales;19-12-2018;Inmobiliaria Patriarca;;;
2018;4;mu118309453;Vino y Alfajores;Eugenio Carvajal;MU118113709;MUNICIPALIDAD DE LA CRUZ;mu118;Director(a) de Obras Municipales;21-12-2018;Inmobiliaria Magua Limitada;;;
2018;4;mu118307873;Aceite de Palta;Paolo Sanhueza;MU11884860;MUNICIPALIDAD DE LA CRUZ;mu118;Concejal(a);18-12-2018;Presente Bienestar Fin de Año Concejo Municipal;;;
2018;4;mu118307893;Aceite de Palta;Rolando Arcos Arredondo;MU11884863;MUNICIPALIDAD DE LA CRUZ;mu118;Concejal(a);18-12-2018;Presente Bienestar Fin de Año en Concejo Municipal;;;
2018;4;mu121316993;1 Botella de Vino y 1 Espumante;Debora Fanny Arias Caruz;MU12182484;MUNICIPALIDAD DE LA GRANJA;mu121;Concejal(a);20-12-2018;Fiestas de fin de año 2018;;;
2018;4;mu125316063;botellas de aceite de oliva (2);Enrique Orrego Espinosa;MU12583252;MUNICIPALIDAD DE LA REINA;mu125;Administrador Municipal;24-12-2018;Navidad;;;
2018;4;mu157300233;2 Agendas y 2 Lapices;CAMILA ESTEPHANIE LECUMBERRI SILVA;MU157116488;MUNICIPALIDAD DE LOS VILOS;mu157;PROFESIONAL DIRECCIÓN DE ADMINISTRACIÓN Y FINANZAS;19-11-2018;Audiencia;;;
2018;4;mu163308073;Caja navideña;Ariel Ramos Stocker;MU16313776;MUNICIPALIDAD DE MAIPÚ;mu163;Concejal - Ariel Ramos;19-12-2018;Por motivo de celebración de Navidad;;;
2018;4;mu186315213;Vaso;ALEJANDRA FRANCISCA PLACENCIA CABELLO;MU18610962;MUNICIPALIDAD DE ÑUÑOA;mu186;Concejal(a) Alejandra Placencia Cabello;31-12-2018;Regalo fin de año;;;
2018;4;mu204300863;mochila, cuaderno lápiz y pendrive;Victor Ramon Valverde Romero;MU20414687;MUNICIPALIDAD DE PARRAL;mu204;Director(a) de Obras Municipales;08-10-2018;Diplomado Academia SUBDERE, de Ordenamiento Territorial;;;
2018;4;mu281299933;ship para encontrar llaves marca LAPA;Mariela Araya Cuevas;MU28183754;MUNICIPALIDAD DE SAN BERNARDO;mu281;Concejala;09-11-2018;Obsequio;;;
2018;4;mu291309953;Botella de espumante con dos copas;Pascale Molinet Blas;MU29176992;MUNICIPALIDAD DE SAN JOAQUÍN;mu291;Directora de Obras Municipales;19-12-2018;Fiestas de Fin de Año;;;
2018;4;mu316301843;Agenda 2019;MATIAS ROBERTO DIAZ DIAZ;MU31687229;MUNICIPALIDAD DE TENO;mu316;Concejal(a);23-11-2018;Invitación a Licenciatura 4º Medio 2018, Centro Educacional Aquelarre;;;
2018;4;mu319299093;"Galvano de reconocimiento por el constante apoyo a Junta de Vecinos ""El Progreso"" de Huertos Familiares.";Luis Andres Valenzuela Cruzat;MU31994394;MUNICIPALIDAD DE TILTIL;mu319;Concejal(a);09-11-2018;por el cargo que detento;;;
2018;4;mu319299463;Chocolate;Luis Andres Valenzuela Cruzat;MU31994394;MUNICIPALIDAD DE TILTIL;mu319;Concejal(a);10-11-2018;Agradecimiento por dictar charla sobre la experiencia política a un grupo de jóvenes;;;
2018;4;mu343308893;Pendrive, lapices y carpetas;Mauricio Alejandro Ruiz Hermosilla;MU343131708;MUNICIPALIDAD DE YUMBEL;mu343;Concejal(a);20-10-2018;Capacitación “Análisis Presupuestario Municipal, interpretación de informes y controles trimestrales”;;;
2018;4;mu343308903;Pendrive, lapices y carpetas;Mauricio Alejandro Ruiz Hermosilla;MU343131708;MUNICIPALIDAD DE YUMBEL;mu343;Concejal(a);15-12-2018;Capacitación denominada “Notable abandono de deberes y faltas graves a la probidad”, puerto varas;;;
2018;4;nr0023523;ATLAS DE LOS OCÉANOS;MARIA SOLEDAD PEREZ REINOSO;NR002170;CONTRALORIA GENERAL DE LA REPUBLICA;nr002;JEFE UNIDAD JURÍDICA  - CONTRALORÍA REGIONAL VALPARAISO;07-11-2018;CHARLA CONAPACH;;;
2018;4;nr006don59443;Lentes de Sol;Jorge Alessandri Vergara;NR006NR006-SP511;CAMARA DE DIPUTADOS;nr006;Diputado;01-10-2018;"Regalo de cortesia por participar en programa ""Fea latitu"" Via X";;;
2018;4;nr006don63643;Vinos y Caja de Galletas;Jorge Alessandri Vergara;NR006NR006-SP511;CAMARA DE DIPUTADOS;nr006;Diputado;18-12-2018;Saludo de navidad;;;
2018;4;nr006don64043;Tarapaca Gran Reserva Etiqueta Azul ;Andrés Longton Herrera;NR006NR006-SP554;CAMARA DE DIPUTADOS;nr006;Diputado;20-12-2018;Fiestas de fin de año ;;;
2018;4;ab032294213;una bolsa de café colombiano;Daniela Norambuena;AB032195007;GOBERNACIÓN PROVINCIAL DE ELQUI;ab032;Gobernador(a);18-10-2018;audiencia saludo protocolar;;;
2018;4;ab032305763;un cuadro recordatorio;Daniela Norambuena;AB032195007;GOBERNACIÓN PROVINCIAL DE ELQUI;ab032;Gobernador(a);12-12-2018;fiesta navideña;;;
2018;4;ab032299703;1 Bolsa de ostiones;Daniela Norambuena;AB032195007;GOBERNACIÓN PROVINCIAL DE ELQUI;ab032;Gobernador(a);13-11-2018;asistencia feria degustacion productos del mar;;;
2018;4;ab032300293;2 entradas concierto Chayanne;Daniela Norambuena;AB032195007;GOBERNACIÓN PROVINCIAL DE ELQUI;ab032;Gobernador(a);19-11-2018;invitación;;;
2018;4;ab032305083;Libro;Marcelo Andrés Gutiérrez Gutiérrez;AB032195008;GOBERNACIÓN PROVINCIAL DE ELQUI;ab032;Jefe(a) de Gabinete;11-12-2018;Cargo que detento;;;
2018;4;ad016305263;Caja 8 bombones;Daniela Cecilia Olate Riveros;AD016191375;DIRECCIÓN DE PREVISIÓN DE CARABINEROS DE CHILE (DIPRECA);ad016;Jefatura (S) Secretaria General;07-12-2018;Presente Navidad;;;
2018;4;ah004301583;dos botellas de vino;Raphael Alejandro Zuñiga Mendoza;AH004192081;CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN (CORFO);ah004;Director Regional Maule;26-11-2018;invitación a visitar viña Folatre;;;
2018;4;ai004305043;"Libro ""Gobernar es Alimentar (Discursos, Legislación y Políticas de Alimentación Popular. Chile 1900-1950) de Juan Carlos Yáñez Andrade)";Luis Esteban Rivera Caneo;AI004193301;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director regional FOSIS Valparaíso;05-12-2018;Seminario INNOVACIONES EN EL DESARROLLO SOCIAL, Escuela Ingeniería Comercial U.Valpo;;;
2018;4;ai004305053;Un Libro Turismo y Patrimonio desde el Territorio un lapicero de pasta. Un Vino In Situ un taco;Luis Esteban Rivera Caneo;AI004193301;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director regional FOSIS Valparaíso;07-12-2018;Feria Expo Aconcagua Destino;;;
2018;4;ai004314953;Agenda, Lapicero y banano;Miguel Eduardo Duaso Peralta;AI004193318;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director regional FOSIS Metropolitano;13-12-2018;Ceremonia de Certificación Yo Emprendo Semilla Personas en Situación de cALLE 2018;;;
2018;4;ai004293303;Dos cajas snacks de galletas integrales;Miguel Eduardo Duaso Peralta;AI004193318;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director regional FOSIS Metropolitano;12-10-2018;"Actividad ""La RM Elige Vivir Sano""";;;
2018;4;ai004300103;Foto Enmarcada;Miguel Eduardo Duaso Peralta;AI004193318;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director regional FOSIS Metropolitano;16-11-2018;ENTREGA DE CERTIFICADOS_USUARIOS_EXPO FOSIS;;;
2018;4;ai004300113;Manualidades en Lana y Tejidos, Cactus de lana;Miguel Eduardo Duaso Peralta;AI004193318;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director regional FOSIS Metropolitano;16-11-2018;ENTREGA DE CERTIFICADOS_USUARIOS_EXPO FOSIS;;;
2018;4;ai004300123;Manualidades en Lana y Tejidos;Miguel Eduardo Duaso Peralta;AI004193318;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director regional FOSIS Metropolitano;16-11-2018;ENTREGA DE CERTIFICADOS_USUARIOS_EXPO FOSIS;;;
2018;4;ai004291483;Simbolo Musical de Uruguay;Felipe José Bettancourt Guglielmetti;AI004195605;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director Ejecutivo FOSIS;03-10-2018;Reunión Economia Social e Integración Laboral;;;
2018;4;ai004291493;Porta retrato;Felipe José Bettancourt Guglielmetti;AI004195605;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director Ejecutivo FOSIS;05-10-2018;Reunión Economia Social e Integración Laboral;;;
2018;4;ai004292253;Llavero;Felipe José Bettancourt Guglielmetti;AI004195605;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director Ejecutivo FOSIS;09-10-2018;"Actividad Fosis/Sence ""Entrega de diplomas""";;;
2018;4;ai004292263;Cajita con chocolates;Felipe José Bettancourt Guglielmetti;AI004195605;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director Ejecutivo FOSIS;09-10-2018;Fosis/Sence Actividad;;;
2018;4;ai004292273;Estuche con logo Fosis y Sence;Felipe José Bettancourt Guglielmetti;AI004195605;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director Ejecutivo FOSIS;09-10-2018;"Actividad Fosis/Sence ""Entrega de diplomas""";;;
2018;4;ai004292283;una plantita de menta;Felipe José Bettancourt Guglielmetti;AI004195605;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director Ejecutivo FOSIS;09-10-2018;"Actividad Fosis/Sence ""Entrega de diplomas""";;;
2018;4;ai004294753;un tazón con logo;Felipe José Bettancourt Guglielmetti;AI004195605;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director Ejecutivo FOSIS;22-10-2018;Reunión Centro Comercial Neptuno;;;
2018;4;ai004305943;CALENDARIO GIZ;Felipe José Bettancourt Guglielmetti;AI004195605;FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS);ai004;Director Ejecutivo FOSIS;14-12-2018;REUNIÓ DE ACUERDOS INTERNACIONALES;;;
2018;4;al007309093;obsequio navidad;Josefina Vodanovic Valdés;AL007193563;SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO (SENCE);al007;Jefa Departamento Capacitación a Personas;20-12-2018;otic sofofa capital humano;;;
2018;4;ao037316073;Calendario y chocolates;Maria Flores Luttecke;AO037195499;SERVICIO DE SALUD RELONCAVÍ;ao037;Subdirectora de gestión del cuidado HPM;17-12-2018;Navidad;;;
2018;4;ap001294513;Un ramo de Flores y un galvano, en agradecimiento a compromiso y apoyo;Carla Evangelina Palominos Gonzalez;AP001190726;SUBSECRETARIA DE VIVIENDA Y URBANISMO;ap001;Coordinadora Sección Coordinación Provincial y Comunal Region O´Higgins;12-10-2018;Ceremonia Hito cierre del Barrio Costa del Sol;;;
2018;4;as004299253;Lapiz con llavero Universidad Tecnologica de Chile.;CARLOS DE LOS RÍOS DE LOS RÍOS;AS004190600;SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA (SERNAGEOMIN);as004;DIRECTOR REGIONAL ANTOFAGASTA;08-11-2018;Participacion Tercera Feria de Seguridad y Protección Civil;;;
2018;4;aw002315193;Libro de notas;Felipe Riesco Eyzaguirre;AW002193882;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Subsecretario Ministerio del Medio Ambiente;26-12-2018;Obsequio;;;
2018;4;aw002308203;Libro Magna Magistra Mater Natura;Felipe Riesco Eyzaguirre;AW002193882;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Subsecretario Ministerio del Medio Ambiente;19-12-2018;Obsequio;;;
2018;4;aw002308543;Calendario año 2019;Felipe Riesco Eyzaguirre;AW002193882;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Subsecretario Ministerio del Medio Ambiente;18-12-2018;Obsequio;;;
2018;4;aw002308573;Libro Conexiones que inspiran. Reporte Sustentabilidad año 2017;Felipe Riesco Eyzaguirre;AW002193882;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Subsecretario Ministerio del Medio Ambiente;13-12-2018;Obsequio;;;
2018;4;aw002310583;Libro Aportamos Calidad de Vida, Plan Verano 2019;Felipe Riesco Eyzaguirre;AW002193882;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Subsecretario Ministerio del Medio Ambiente;20-12-2018;Obsequio;;;
2018;4;aw002299643;Boligrafo;Felipe Riesco Eyzaguirre;AW002193882;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Subsecretario Ministerio del Medio Ambiente;14-11-2018;Entrevista;;;
2018;4;aw002301783;Libro Las Áreas Protegidas de Chile;Felipe Riesco Eyzaguirre;AW002193882;SUBSECRETARÍA DEL MEDIO AMBIENTE;aw002;Subsecretario Ministerio del Medio Ambiente;26-11-2018;Obsequio;;;
2018;4;nr0023603;TAZA DE CERÁMICA;DANIEL JESUS FERNANDEZ VEGA;NR002290;CONTRALORIA GENERAL DE LA REPUBLICA;nr002;CONTRALOR REGIONAL DEL MAULE;21-12-2018;SALUDO NAVIDEÑO;;;
2018;4;ag003279803;Invitación a Ballet La Cenicienta;María Catalina Parot Donoso;AG003202333;CONSEJO NACIONAL DE TELEVISIÓN (CNTV);ag003;Jefa de servicio;09-10-2018;El Mercurio Gala 2018;;;
2018;4;ag003304473;Libro autobiografía;María Catalina Parot Donoso;AG003202333;CONSEJO NACIONAL DE TELEVISIÓN (CNTV);ag003;Jefa de servicio;03-12-2018;Reunión informativa realizada el 22 de noviembre de 2018;;;
2018;4;al003295223;LIBROS;Ximena Riquelme Molina;AL003204125;DIRECCIÓN DEL TRABAJO;al003;Director(a) regional de Coquimbo;11-10-2018;REPORTE DE SUSTENTABLILIDAD AÑO 2017;;;
2018;4;ap001314553;Botelle de Whisky Johnnie Walker etiqueta roja 750 cc.;Pablo César Gómez Bravo;AP001201932;SUBSECRETARIA DE VIVIENDA Y URBANISMO;ap001;Jefe(a) de Gabinete SEREMI Región de Maule;24-12-2018;Regalo navideño;;;
2018;4;ap011294443;Vino (Viña Tarapaca);Hugo Cruz Veliz;AP011204319;SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LA ARAUCANÍA;ap011;Director Serviu Región de La Araucanía;19-10-2018;Cumpleaños;;;
2018;4;ap011294453;Vino (San Pedro);Hugo Cruz Veliz;AP011204319;SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LA ARAUCANÍA;ap011;Director Serviu Región de La Araucanía;19-10-2018;Cumpleaños;;;
2018;4;ap011313023;Condimentos Artesanales;Hugo Cruz Veliz;AP011204319;SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LA ARAUCANÍA;ap011;Director Serviu Región de La Araucanía;19-12-2018;Regalo Navideño;;;
2018;4;ap011313593;Cuadro Tallado;Hugo Cruz Veliz;AP011204319;SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LA ARAUCANÍA;ap011;Director Serviu Región de La Araucanía;27-12-2018;Regalo Navideño;;;
2018;4;au001294123;una botella de vino;José Agustín Venegas Maluenda;AU001205994;COMISIÓN NACIONAL DE ENERGÍA (CNE);au001;Secretario Ejecutivo;18-10-2018;contestación entrevista en el marco del Estudio Energías Renovables y Marca País;;;
2018;4;au001308053;Libro CUMBRES Y GLACIARES Y CAJA CON COLLERAS;José Agustín Venegas Maluenda;AU001205994;COMISIÓN NACIONAL DE ENERGÍA (CNE);au001;Secretario Ejecutivo;19-12-2018;Reunción con Ministerio de Energía;;;
2018;4;ab094311183;Bolso de viaje;Carlos Martín Arrau Garcia Huidobro;AB094214633;Intendencia de Ñuble;ab094;Intendente(a);26-12-2018;regalo navideño;;;
2018;4;aj011296123;Cuadro pequeño de Alerce ilustrativo de Region Ñuble;Cecilia Montero Pizarro;AJ011216459;SUPERINTENDENCIA DE EDUCACIÓN;aj011;Director(a) Regional del Ñuble;29-10-2018;protocolar;;;
2018;4;ak006296083;Revista N° 27 INJUV;Yanko Pasten Ardiles;AK006220797;GENDARMERÍA DE CHILE;ak006;Director Regional (S) de Gendarmería de Chile, Región de Atacama;26-10-2018;Difusión INJUV;;;
2018;4;un012296183;Morral de género;Carla Arellano Ibar;UN012215828;UNIVERSIDAD DE TALCA;un012;Vicerrectora de Desarrollo Estudiantil;01-10-2018;Capacitación de Sistemas de Gestión de Calidad;;;
2018;4;an002305073;una caja pequeña de galletas;Natalia Lopez Cespedez;AN002228644;SUBSECRETARÍA DE TELECOMUNICACIONES;an002;Jefe de Gerencia Fondo Desarrollo de las Telecomunicaciones;11-12-2018;reunión Lobby;;;
2018;4;ap015306693;chocolate;Sylvia Matamala Cardenas;AP015231804;SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LOS RÍOS;ap015;Otro;14-12-2018;atencion;;;
2018;4;ap015306683;Chocolates;Tamara Gonzalez Gonzalez;AP015231809;SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LOS RÍOS;ap015;Otro;14-12-2018;Presente por Navidad;;;
2018;4;co001311733;Llavero-Pendrive 4 GB;Harún Issa Oda Gallegos;CO001232293;INSTITUTO NACIONAL DE DERECHOS HUMANOS;co001;Jefe Regional (S) Sede del INDH del Biobío;19-12-2018;Charla de capacitación Escuela de suboficiales de Carabineros de Lomas Verdes;;;
2018;4;ad008316733;Botella Jack Daniels;Rafael Carrere Poblete;AD008228621;FUERZA AÉREA DE CHILE;ad008;Comandante del Comando Logístico;23-12-2018;Envío por Navidad;;;
2018;4;ac001307013;Libro;Carlos Andrés Bonomo Vidal;AC001198775;SUBSECRETARÍA DE RELACIONES EXTERIORES;ac001;Jefe de Gabinete del Ministro de Relaciones Exteriores;13-12-2018;Fiesta de fin de año;;;
2018;4;ac001307023;Fruta;Carlos Andrés Bonomo Vidal;AC001198775;SUBSECRETARÍA DE RELACIONES EXTERIORES;ac001;Jefe de Gabinete del Ministro de Relaciones Exteriores;17-12-2018;Fiesta de fin de año;;;
2018;4;ac001308703;1 botella de Wiskhy;Carlos Andrés Bonomo Vidal;AC001198775;SUBSECRETARÍA DE RELACIONES EXTERIORES;ac001;Jefe de Gabinete del Ministro de Relaciones Exteriores;20-12-2018;Fiesta de fin de año;;;
2018;4;ac001308723;Calendario;Carlos Andrés Bonomo Vidal;AC001198775;SUBSECRETARÍA DE RELACIONES EXTERIORES;ac001;Jefe de Gabinete del Ministro de Relaciones Exteriores;20-12-2018;Fiesta de fin de año;;;
2018;4;ae008295103;Lápices;Gabriel Acuña Csillag;AE008200745;SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS;ae008;Jefe(a) de Gabinete;23-10-2018;Ciclo de Diálogos Empresariales de Fundación Generación Empresarial;;;
2018;4;ai006291573;nueces y mermelada de Rosa Mosqueta;Juan Eduardo Rogers Alcalde;AI006196779;SERVICIO NACIONAL DEL ADULTO MAYOR (SENAMA);ai006;Jefe(a) de Gabinete;05-10-2018;Reunión con alcalde de Los Sauces don Gastón Mella;;;
2018;4;at001293523;crema de mano y crema de cuerpo, Natura Ekos Castanha;Viviana Paredes;AT001198634;SERVICIO NACIONAL DE LA MUJER (SERNAM);at001;Directora Nacional;09-10-2018;Obsequio en reunión con Natura;;;
2018;4;at001311553;Bandeja de Porcelana con Pan de Pascua;Viviana Paredes;AT001198634;SERVICIO NACIONAL DE LA MUJER (SERNAM);at001;Directora Nacional;12-12-2018;Saludo Navideño;;;
2018;4;ad020318483;Pack de vinos;Maria Olga Duble;AD020214433;DIRECCIÓN GENERAL DE AERONAÚTICA CIVIL;ad020;Directora Subrogante del Departamento Comercial;24-12-2018;Navidad;;;
2018;4;ad020318493;Botella de agua;Maria Olga Duble;AD020214433;DIRECCIÓN GENERAL DE AERONAÚTICA CIVIL;ad020;Directora Subrogante del Departamento Comercial;24-12-2018;Navidad;;;
2018;4;al007313473;licorera y vasos;Nelson Hernandez Santana;AL007211243;SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO (SENCE);al007;Delegado Profesional Región de Los Lagos;28-12-2018;REGALO DE NAVIDAD;;;
2018;4;ao024298103;Válvulas de seguridad para equipos de reanimación;Maria Jose De Witt Troncoso;AO024210560;SERVICIO DE SALUD O’HIGGINS;ao024;Directora Hospital San Fernando;07-11-2018;Servicio de Pediatría, UTI Pediátrica;;;
2018;4;bb001302123;"Libro ""Yo no quiero tener cáncer"",";Bárbara Hennig Godoy;BB001214126;Subsecretaría de la Mujer y la Equidad de Género;bb001;Secretario(a) Regional Ministerial Región del Ñuble;05-11-2018;Campaña del cáncer de mamas Chillán Viejo, por el cargo que detenta;;;
2018;4;bb001302133;Tazón;Bárbara Hennig Godoy;BB001214126;Subsecretaría de la Mujer y la Equidad de Género;bb001;Secretario(a) Regional Ministerial Región del Ñuble;09-11-2018;Certificación de Monitoras en VCM, por el cargo que detenta;;;
2018;4;bb001302173;Flores y un plato de cerámica;Bárbara Hennig Godoy;BB001214126;Subsecretaría de la Mujer y la Equidad de Género;bb001;Secretario(a) Regional Ministerial Región del Ñuble;19-11-2018;Feria Expositiva anual de San Ignacio;;;
2018;4;ab021299673;"Libro ""Historia del Rodeo Chileno""";Macarena Francisca Zarhi Cordero;AB021207378;INTENDENCIA REGIÓN METROPOLITANA DE SANTIAGO;ab021;Delegada de Deporte;13-11-2018;Audiencia Lobby;;;
2018;4;ah008308793;Pan de pascua;Andrea Wolleter;AH008209520;SERVICIO NACIONAL DE TURISMO;ah008;Directora Nacional;19-12-2018;Navidad;;;
2018;4;ah008308803;Miel;Andrea Wolleter;AH008209520;SERVICIO NACIONAL DE TURISMO;ah008;Directora Nacional;19-12-2018;Motivo Navideño;;;
2018;4;aj009315003;Recuerdo elaborado por estudiantes escuela especial;SARITA CARCAMO STORMANSAN;AJ009208478;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS (JUNAEB);aj009;Directora Regional (s) Los Lagos;05-10-2018;Entrega computadores estudiantes con necesidades educativas especiales;;;
2018;4;aj009313163;Medalla;SARITA CARCAMO STORMANSAN;AJ009208478;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS (JUNAEB);aj009;Directora Regional (s) Los Lagos;22-11-2018;Corrida por cierre programa ESPA;;;
2018;4;aj009313723;Tazones;SARITA CARCAMO STORMANSAN;AJ009208478;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS (JUNAEB);aj009;Directora Regional (s) Los Lagos;05-12-2018;Operativo Masivo Proceso Becas;;;
2018;4;ak006304333;Galvano;Victor Alejandro Fuentes Morales;AK006208308;GENDARMERÍA DE CHILE;ak006;Director Regiona lde Gendarmería de Chile, Región del Liberatdor General Bernardo O´Higgins;30-11-2018;Saludos Protocolar, Aniversario de Gendarmeria;;;
2018;4;ak006304343;Galvano;Victor Alejandro Fuentes Morales;AK006208308;GENDARMERÍA DE CHILE;ak006;Director Regiona lde Gendarmería de Chile, Región del Liberatdor General Bernardo O´Higgins;30-11-2018;Saludos Protocolar, Aniversario de Gendarmeria;;;
2018;4;ap011308083;set taza de porcelana;Vanessa Schneider;AP011204324;SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LA ARAUCANÍA;ap011;Jefe Sección Habitacional;19-12-2018;Celebracion de navidad 2018;;;
2018;4;ap011308103;CAJA DE GALLETAS;Vanessa Schneider;AP011204324;SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LA ARAUCANÍA;ap011;Jefe Sección Habitacional;19-12-2018;Celebracion de navidad 2018;;;
2018;4;ar001307073;1 cajita de cerezas y 1 agenda 2019.;María José Irarrázabal Jory;AR001208674;SUBSECRETARÍA DE AGRICULTURA;ar001;Asesora Ministerial: Coordinadora;17-12-2018;Regalo de Navidad;;;
2018;4;at001303553;3 gif card;Ximena Fernández;AT001206545;SERVICIO NACIONAL DE LA MUJER (SERNAM);at001;Director(a) regional de servicio público (s);24-11-2018;Donativos para participantes de la tercera corrida familiar por la no violencia contra las mujeres.;;;
2018;4;at001303563;TRES PROMOCIONES 2 X 1 FAMILIAR;Ximena Fernández;AT001206545;SERVICIO NACIONAL DE LA MUJER (SERNAM);at001;Director(a) regional de servicio público (s);24-11-2018;Donativos para participantes de la tercera corrida familiar por la no violencia contra las mujeres.;;;
2018;4;at001303573;6 PRENDAS DISTRIBUIDAS EN DOS REGALOS CONSISTENTE EN DOS CONJUNTOS DE ROPA INTERIOR Y DOS PIJAMAS;Ximena Fernández;AT001206545;SERVICIO NACIONAL DE LA MUJER (SERNAM);at001;Director(a) regional de servicio público (s);24-11-2018;Donativos para participantes de la tercera corrida familiar por la no violencia contra las mujeres.;;;
2018;4;at001303583;DOS LENTES;Ximena Fernández;AT001206545;SERVICIO NACIONAL DE LA MUJER (SERNAM);at001;Director(a) regional de servicio público (s);24-11-2018;Donativos para participantes de la tercera corrida familiar por la no violencia contra las mujeres.;;;
