Camino;Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Tipo Elección;Año Elección;Territorio electoral;Nombre completo del candidato;Declaración de Intereses y Patrimonio
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO DE ATACAMA;CESAR DIAZ CRUZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0205003C012883.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO DE ATACAMA;NAZARIO CELSO TITO CONDORI;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0205003C012896.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO DE ATACAMA;VICTOR GONZALEZ LUCAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0205003C012867.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO DE LA PAZ;BRAULIO CASTRO ALVAREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834010C014060.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO DE LA PAZ;FELIPE ANDRES VASQUEZ CARRASCO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834010C014066.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO DE LA PAZ;HECTOR SAUL FERNANDEZ SALAMANCA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834010C014049.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO DE LA PAZ;MARCELA SILVA GOMEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834010C014038.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO;JAVIER ENRIQUE MIRANDA SILVA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324005C014786.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO;JEREMIAS ABRAHAM VILCHEZ MONDACA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324005C014795.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN PEDRO;PEDRO JAVIER ULLOA ARMIJO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324005C014778.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN RAFAEL;MARIA ALEJANDRA ALIAGA CASTRO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730010C013506.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN RAFAEL;MARISOL DEL CARMEN YAÑEZ ORELLANA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730010C013493.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN RAFAEL;SONIA ALCAINO CORVALAN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730010C013480.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN RAMON;JOSE MIGUEL ZAPATA VERGARA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321020C014926.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN RAMON;MARIA ISABELL JOPIA SEPULVEDA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321020C014941.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN RAMON;RICARDO ALEJANDRO TORRES PAREDES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321020C014933.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN RAMON;ROXANA DEL CARMEN RIQUELME TABACH;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321020C014946.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN ROSENDO;FELIPE ANDRES SANCHEZ CONCHA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835012C013951.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN ROSENDO;JONATHAN ANTONIO ARRATIA GONZALEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835012C013967.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN ROSENDO;LUISA ESTER MONTERO CUEVAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835012C013960.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA BARBARA;ALFONSO ENRIQUE LLOVERAS CUEVAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835006C013892.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA BARBARA;EVA SALAMANCA ARCHIGUR;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835006C013900.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA BARBARA;HECTOR QUEZADA QUEZADA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835006C013909.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA CRUZ;CARLOS PATRICIO CISTERNA PAVEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0627006C013278.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA CRUZ;LUZ BEATRIZ PARRAGUEZ CASTRO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0627006C013265.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA CRUZ;MARIA ALEJANDRA SANCHEZ TAPIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0627006C013287.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA JUANA;FABIAN RIQUELME JARA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834007C013844.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA JUANA;JUAN GONZALEZ LUENGO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834007C013862.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA JUANA;ROXANA YACQUELIN ZAPATA DOMINGUEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834007C013885.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA MARIA;CECILIA ESTIVALIZ VIELMA SEPULVEDA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0515003C013357.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA MARIA;DAVID GABRIEL OLGUIN VARGAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0515003C013418.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTA MARIA;DINA TAPIA Gomez;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0515003C013404.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTIAGO;FELIPE HERNAN SALGADO MONDACA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321001C014748.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTIAGO;ISMAEL ALEJANDRO CALDERON LARACH;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321001C014761.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTIAGO;MOISES EDUARDO BUGUEÑO GOMEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321001C014753.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SANTO DOMINGO;SALVADOR JOEL SANCHEZ FLORES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518006C013286.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN VICENTE DE TAGUA TAGUA;ANA LUISA GUTIERREZ LOPEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626011C013338.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN VICENTE DE TAGUA TAGUA;FRANCISCO JAVIER MORALES VASQUEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626011C013330.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SAN VICENTE DE TAGUA TAGUA;MARCELO ROBERTO ABARCA JORQUERA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626011C013346.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SIERRA GORDA;CARLOS FELIPE SEPULVEDA LAZO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0206003C013051.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;SIERRA GORDA;CLARA DE LA CRUZ ALARCON GONZALEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0206003C012988.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALAGANTE;FELIX ALBERTO DONOSO GOMEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1325001C014886.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALAGANTE;HUGO VERA PERALTA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1325001C014874.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALAGANTE;SEBASTIAN ENRIQUE ROSAS GUERRERO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1325001C014895.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALCA;CAROLINA ANDREA SOTO TAPIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730001C013886.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALCA;HERNAN ASTABURUAGA INOSTROZA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730001C013836.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALCAHUANO;ALEJANDRA KARINA VASQUEZ URRUTIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834002C014015.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALCAHUANO;EDUARDO SAAVEDRA BUSTOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834002C014088.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALCAHUANO;MIREYA DEL CARMEN GALLARDO RAMIREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834002C014073.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALCAHUANO;YESSICA ROXANA PROSSER BECERRA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834002C014056.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALCA;JORGE EDUARDO OLAVE ROBERT;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730001C013875.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALCA;PATRICIO URIBE IBAÑEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730001C013907.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALCA;YOLANDA SORAYA APABLAZA BASOALTO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730001C013854.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALTAL;EDUARDO ANTONIO PEÑA OLIVA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0206004C013384.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALTAL;JOANNA VALERIA NUÑEZ GUERRERO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0206004C013403.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TALTAL;RONALDO GASTON TORREJON SILVA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0206004C013372.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TEMUCO;ESTEBAN EDGARDO BARRIGA ROSALES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938001C014090.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TEMUCO;GABRIEL FERNANDEZ CARCAMO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938001C014116.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TEMUCO;HILDA SOLEDAD GALLARDO VASQUEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938001C014075.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TEMUCO;MARIA SOLEDAD QUIROZ MOYA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938001C014105.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TEMUCO;YASNA MARCIA CASTRO CIFUENTES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938001C014150.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TENO;FERMIN MOYA VERDUGO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729002C013939.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TENO;JORGE EDUARDO FLORES VILLACURA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729002C013924.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TEODORO SCHMIDT;GLORIA DEL CARMEN VERA RUPALLAN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938015C014136.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TEODORO SCHMIDT;GUILLERMO OLINCO BLANCO ATINAO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938015C014144.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TEODORO SCHMIDT;JUAN MANUEL SALAZAR MORALES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938015C014128.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TIERRA AMARILLA;DARWIN ALEJANDRO MERCADO RIVERA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0308003C013053.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TIERRA AMARILLA;MARIO ARTURO MORALES CARRASCO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0308003C013032.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TILTIL;FERMIN ORLANDO ASTORGA HIDALGO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1320003C014762.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TILTIL;MIGUEL PASTENES JAQUE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1320003C014806.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TILTIL;TAMARA CIFUENTES PACHECO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1320003C014750.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TIRUA;JOSE LINCO GARRIDO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836007C013949.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TIRUA;PABLO ARNOLDO ALARCON MACHUCA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836007C013887.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TIRUA;ROBERTO GARRIDO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836007C013926.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TOCOPILLA;DARWIN BUSTAMANTE GRIPE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0204001C013281.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TOCOPILLA;RUTH ANTONIA MORALES ARAYA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0204001C013302.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TOLTEN;ALEJANDRA GIMEN QUEMEL;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938014C014108.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TOLTEN;CESAR GALLEGOS CURIN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938014C014114.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TOLTEN;HERNAN ERNESTO MACHUCA VALLEJOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938014C014123.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TOME;HERNAN IGNACIO GUTIERREZ ZAMBRANO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834004C013975.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TOME;OSCAR AYALA TORRES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834004C013986.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TOME;SERGIO RICARDO MELGAREJO MALDONADO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834004C013962.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TORRES DEL PAINE;JOSE JUVENAL SOTO ALMONACID;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1248002C014553.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TORTEL;CARLOS MANSILLA GONZALEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1147003C014445.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TRAIGUEN;JOSE MONTECINOS LABRAÑA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937008C014011.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TRAIGUEN;WALDEMAR BENITEZ GARCES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937008C014022.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TREHUACO;ELIAS MANUEL VERGARA NEIRA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833016C014045.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TREHUACO;JOSE RODRIGO SILVA PINO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833016C014063.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TREHUACO;PAULINA DEL PILAR FUENTEALBA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833016C014074.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TUCAPEL;FELIPE ALEJANDRO FIGUEROA GARRIDO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835003C013981.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Municipales 2016/Candidatos a Concejal;PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Concejal;2016;TUCAPEL;FLORENCIA ROSA SOTO FUENTEALBA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835003C013971.pdf
