Camino;Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Tipo Elección;Año Elección;Territorio electoral;Nombre completo del candidato;Declaración de Intereses y Patrimonio
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MARCHIGUE;LUIS ROJAS ROJAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0628005C001067.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Maria Elena;CARLOS ARDILES ACEITUNO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0204002C006346.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Maria Pinto;ANDREA BUDGE WEBER;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324004C006196.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Maria Pinto;JUAN JOSE FIGUEROA OROZCO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324004C006197.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MARIQUINA;MARIA FERNANDEZ RUBILLANCA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439002C006719.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MAULE;MARCO FUENTES CACERES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730005C002251.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MAULLIN;MARIA NELLY SUBIABRE SOTO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1041005C006862.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MAULLIN;WALTER OSVALDO GALLARDO TOLEDO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1041005C006867.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MELIPEUCO;ERICK BURGOS SANCHEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938006C002499.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MELIPEUCO;JORGE CATRILAF MELI;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938006C002489.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MELIPEUCO;MADELYN ALARCON SALAZAR;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938006C002518.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MELIPEUCO;MOISES LOPEZ PINO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938006C002525.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MELIPEUCO;NELSON SEPULVEDA REUMAY;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938006C002507.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MELIPEUCO;RENE MANUEL FUENTES RICKEMBERG;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938006C002531.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Melipilla;CONSTANZA ARIZTIA MAC-CLURE ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324001C006123.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Melipilla;FERNANDO PEREZ AGUIRRE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324001C006153.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Melipilla;JAVIER RAMIREZ GONZALEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324001C006158.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Melipilla;JORGE BRAVO JEREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324001C006139.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Melipilla;MARCELA HERNANDEZ TORO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324001C006135.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Melipilla;PAULINA OSORIO LIRA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324001C006143.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Melipilla;VICENTE SANTIS NEGRETE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324001C006149.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MOLINA;ESMERALDA CONTRERAS HERRERA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729004C001037.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MOLINA;HUGO GUAJARDO ROA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729004C001023.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MOLINA;JOSE AGUSTIN ORELLANA BECERRA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729004C001042.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MOLINA;JUAN RAMON OLIVERA MORALES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729004C001031.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MOLINA;RICARDO NUÑEZ GAJARDO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729004C001027.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Monte Patria;ARIELA VALENZUELA VALDIVIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0411003C001972.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Monte Patria;CECILIA ORO EGAÑA ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0411003C001966.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Monte Patria;LIDIA VALDIVIA CASTILLO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0411003C001976.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Monte Patria;NICOLAS ARAYA ASTUDILLO ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0411003C001981.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MOSTAZAL;MARIA INES NAVARRO ZLATAR;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626003C002127.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MOSTAZAL;MARIBEL SOTO GOMEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626003C002121.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MOSTAZAL;RUPERTO SOTO FUENTES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626003C002135.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MOSTAZAL;WILDO IBARRA QUIJADA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626003C002148.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MULCHEN;ANDRES CAMILO HENRIQUEZ RAMIREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835008C005834.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MULCHEN;IVONNE POBLETE BASCUR;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835008C005867.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MULCHEN;NANCY JOHANA MORAGA REYES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835008C005845.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;MULCHEN;RITA CRISTINA RODRIGUEZ GUZMAN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835008C005857.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NACIMIENTO;CARLOS TOLOZA SOTO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835010C005956.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NACIMIENTO;RODRIGO SALAZAR DIAZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835010C005947.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NANCAGUA;CAROLINA GUTIERREZ LEYTON;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0627004C004253.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NANCAGUA;CONSUELO CONTRERAS TABORGA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0627004C004261.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NANCAGUA;GABRIEL EDWARDS FERNANDEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0627004C004424.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NANCAGUA;LORENA MUÑOZ PARRAGUEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0627004C004245.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NATALES;ANA MAYORGA BAHAMONDE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1248001C006989.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NAVIDAD;JORGE MATELUNA JARA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0628002C000983.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NAVIDAD;LAUTARO FARIAS ORTEGA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0628002C000980.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NEGRETE;SERGIO SEBASTIAN QUINTANA QUINTANA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835009C005906.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NEGRETE;SILVIA IRENE GALDAMES GRANDON;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835009C005894.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NINHUE;INES DEL TRANSITO LEIVA HENRIQUEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833019C006104.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NINHUE;JUAN PABLO DIAZ PACHECO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833019C006090.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;ÑIQUEN;ALVARO EMILIANO JELDRES ACUÑA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833003C005889.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;ÑIQUEN;RAMON ANDRES RODRIGUEZ VALENZUELA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833003C005881.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NOGALES;JOSE CHAVEZ VALENZUELA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0516004C002331.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NOGALES;VICTORIA CUSSEN ELTIT;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0516004C002277.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NUEVA IMPERIAL;MANUEL HERNAN CONTRERAS MUÑOZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938018C002479.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NUEVA IMPERIAL;MARIA INES ESPINOZA CACERES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938018C002463.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;NUEVA IMPERIAL;ROSA HUENCHUN PICHULMAN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938018C002447.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Ñuñoa;ALLAN MC KENZIE MARTINEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321025C006094.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Ñuñoa;ANDRES BOLTON JORQUERA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321025C006061.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/2016/Declaración Concejales año 2016;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Concejal;2016;Ñuñoa;JULIO MARTINEZ COLINA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321025C006106.pdf
