Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Item de ingresos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;75606801;0;0;0;75533739;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;223890;75000;1826390;8018390;587500;457500;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;250000000;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;350000;350000;350000;350000;350000;350000;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;75606801;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;223890;75000;1826390;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;250000000;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;350000;350000;350000;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2019;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;75606801;0;0;0;75533739;0;0;73548216;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2019;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;223890;75000;1826390;8018390;587500;457500;345000;1402554;9400380;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2019;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2019;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;250000000;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2019;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;350000;350000;350000;350000;350000;350000;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2019;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;75606801;0;0;0;75533739;0;0;73548216;0;76739266;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2019;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;223890;75000;1826390;8018390;587500;457500;345000;1402554;9400380;1509899;52500;118700
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2019;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2019;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;250000000;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2019;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;350000;350000;350000;350000;350000;350000;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2020;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;78379329;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2020;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;2452500;373000;147800;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2020;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2020;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2020;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2020;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;79033741;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2020;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;112900;7600;705200;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2020;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2020;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2020;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;20000000;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Julio-Septiembre;PP014;Partido Humanista (PH);2020;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Julio-Septiembre;PP014;Partido Humanista (PH);2020;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;157700;22800;285000;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Julio-Septiembre;PP014;Partido Humanista (PH);2020;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Julio-Septiembre;PP014;Partido Humanista (PH);2020;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Trimestre Julio-Septiembre;PP014;Partido Humanista (PH);2020;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;20000000;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2016/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2016;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;180540306
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2016/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2016;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;11622420;3895000;6891333
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2016/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2016;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2016/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2016;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2016/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2016;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Abril - Junio;PP019;Partido Por la Democracia (PPD);2017;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;184681359;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Abril - Junio;PP019;Partido Por la Democracia (PPD);2017;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;6160300;4874000;6437400;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Abril - Junio;PP019;Partido Por la Democracia (PPD);2017;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Abril - Junio;PP019;Partido Por la Democracia (PPD);2017;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Abril - Junio;PP019;Partido Por la Democracia (PPD);2017;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2017;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;184927760;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2017;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;6458333;5685900;10052300;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2017;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2017;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2017;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2017;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;184240280;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2017;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;9586900;32200400;5055000;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2017;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2017;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2017;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2017;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;181609494;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2017;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;3630000;2229000;2239000
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2017;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2017;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2017/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2017;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Abril - Junio;PP019;Partido Por la Democracia (PPD);2018;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;102595700;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Abril - Junio;PP019;Partido Por la Democracia (PPD);2018;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;633600;13171969;520000;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Abril - Junio;PP019;Partido Por la Democracia (PPD);2018;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Abril - Junio;PP019;Partido Por la Democracia (PPD);2018;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Abril - Junio;PP019;Partido Por la Democracia (PPD);2018;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;184615856;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;3821620;1582000;1155000;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2018;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;105166819;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2018;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;200000;1542140;326000;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2018;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2018;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2018;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2018;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;106123245;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2018;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;760000;3812811;3372430
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2018;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2018;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2018/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2018;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;106402186;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;1553296;2130700;1859000;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Abril - Junio;PP019;Partido Por la Democracia (PPD);2019;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2019;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;106490904;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;525000;265992;709000;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2019;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2019;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2019;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2019;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;106576150;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2019;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;4269000;3632000;4517000;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2019;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2019;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Julio - Septiembre;PP019;Partido Por la Democracia (PPD);2019;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2019;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;107127205;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2019;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;2756000;2469000;2347000
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2019;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2019;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2019/Octubre - Diciembre;PP019;Partido Por la Democracia (PPD);2019;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP019;Partido Por la Democracia (PPD);2020;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;110608469;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP019;Partido Por la Democracia (PPD);2020;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;6141000;1530000;2240000;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP019;Partido Por la Democracia (PPD);2020;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP019;Partido Por la Democracia (PPD);2020;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Abril - Junio;PP019;Partido Por la Democracia (PPD);2020;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2020;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;111403113;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2020;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;2887686;10819251;13120293;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político, en conformidad al Art. 34 de la Ley 18603/2020/Enero - Marzo;PP019;Partido Por la Democracia (PPD);2020;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
