Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Item;Unidad Monetaria;Monto
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;Jul - Sep;Asignaciones testamentarias;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;Jul - Sep;Cotizaciones;pesos;24307000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;Jul - Sep;Donaciones;pesos;3000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;pesos;60000000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;Jul - Sep;Otras Transferencias pœblicas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;Jul - Sep;Otras Transferencias privadas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;Jul - Sep;Rendimientos procedentes de las actividades del Partido;pesos;3799128
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;oct - dic;Aportes del Estado (art. 33 bis Ley No18603);pesos;314396341
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;oct - dic;Asignaciones testamentarias;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;oct - dic;Cotizaciones;pesos;20328000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;oct - dic;Donaciones;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;oct - dic;Frutos y productos de los Bienes Patrimoniales;pesos;30000000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;oct - dic;Otras Transferencias pœblicas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;oct - dic;Otras Transferencias privadas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2019;PP025;Partido Socialista de Chile PS;2019;oct - dic;Rendimientos procedentes de las actividades del Partido;pesos;3397500
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Abr - Jun;Aportes del Estado (art. 33 bis Ley No18603);pesos;160228774
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Abr - Jun;Asignaciones testamentarias;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Abr - Jun;Cotizaciones;pesos;13885000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Abr - Jun;Donaciones;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;pesos;45000000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Abr - Jun;Otras Transferencias pœblicas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Abr - Jun;Otras Transferencias privadas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Abr - Jun;Rendimientos procedentes de las actividades del Partido;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Ene - Mar;Aportes del Estado (art. 33 bis Ley No18603);pesos;162871034
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Ene - Mar;Asignaciones testamentarias;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Ene - Mar;Cotizaciones;pesos;15500000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Ene - Mar;Donaciones;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;pesos;380000000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Ene - Mar;Otras Transferencias pœblicas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Ene - Mar;Otras Transferencias privadas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;Ene - Mar;Rendimientos procedentes de las actividades del Partido;pesos;88758818
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;jul - sep;Aportes del Estado (art. 33 bis Ley No18603);pesos;158944941
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;jul - sep;Asignaciones testamentarias;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;jul - sep;Cotizaciones;pesos;13065000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;jul - sep;Donaciones;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;jul - sep;Frutos y productos de los Bienes Patrimoniales;pesos;45000000
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;jul - sep;Otras Transferencias pœblicas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;jul - sep;Otras Transferencias privadas;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros año 2020;PP025;Partido Socialista de Chile PS;2020;jul - sep;Rendimientos procedentes de las actividades del Partido;pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2016/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;1558888097
Pagina Aportes, donaciones, asignaciones y otros/2016/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2016;Oct - Dic;Ingresos militantes;Pesos;166262013
Pagina Aportes, donaciones, asignaciones y otros/2017/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2017;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;311198398
Pagina Aportes, donaciones, asignaciones y otros/2017/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2017;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2017;Abr - Jun;Cotizaciones;Pesos;23214655
Pagina Aportes, donaciones, asignaciones y otros/2017/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2017;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2017;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2017;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2017;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2017;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;311444798
Pagina Aportes, donaciones, asignaciones y otros/2017/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2017;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2017;Ene - Mar;Cotizaciones;Pesos;11086000
Pagina Aportes, donaciones, asignaciones y otros/2017/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2017;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2017;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2017;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2017;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;310568894
Pagina Aportes, donaciones, asignaciones y otros/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Cotizaciones;Pesos;23012214
Pagina Aportes, donaciones, asignaciones y otros/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;309267151
Pagina Aportes, donaciones, asignaciones y otros/2017/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;Cotizaciones;Pesos;17085307
Pagina Aportes, donaciones, asignaciones y otros/2017/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2017/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;Otras Transferencias públicas;Pesos;892402341
Pagina Aportes, donaciones, asignaciones y otros/2018/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;237566122
Pagina Aportes, donaciones, asignaciones y otros/2018/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Cotizaciones;Pesos;34427572
Pagina Aportes, donaciones, asignaciones y otros/2018/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Otras Transferencias públicas;Pesos;783794825
Pagina Aportes, donaciones, asignaciones y otros/2018/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;314437806
Pagina Aportes, donaciones, asignaciones y otros/2018/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Mar;Cotizaciones;Pesos;32388468
Pagina Aportes, donaciones, asignaciones y otros/2018/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Mar;Otras Transferencias públicas;Pesos;26319910
Pagina Aportes, donaciones, asignaciones y otros/2018/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;241258263
Pagina Aportes, donaciones, asignaciones y otros/2018/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Cotizaciones;Pesos;30580440
Pagina Aportes, donaciones, asignaciones y otros/2018/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Otras Transferencias públicas;Pesos;51478584
Pagina Aportes, donaciones, asignaciones y otros/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;242214690
Pagina Aportes, donaciones, asignaciones y otros/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Cotizaciones;Pesos;35157746
Pagina Aportes, donaciones, asignaciones y otros/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2018/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;240768880
Pagina Aportes, donaciones, asignaciones y otros/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Cotizaciones;Pesos;33426952
Pagina Aportes, donaciones, asignaciones y otros/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;240857598
Pagina Aportes, donaciones, asignaciones y otros/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Cotizaciones;Pesos;33682762
Pagina Aportes, donaciones, asignaciones y otros/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;240418988
Pagina Aportes, donaciones, asignaciones y otros/2019/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Jul - Sep;Cotizaciones;Pesos;32033783
Pagina Aportes, donaciones, asignaciones y otros/2019/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;245184285
Pagina Aportes, donaciones, asignaciones y otros/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Cotizaciones;Pesos;46416660
Pagina Aportes, donaciones, asignaciones y otros/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2019/Octubre - Diciembre;PP026;Partido Unión Demócrata Independiente - UDI;2019;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;251847165
Pagina Aportes, donaciones, asignaciones y otros/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Cotizaciones;Pesos;44505000
Pagina Aportes, donaciones, asignaciones y otros/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Abril - Junio;PP026;Partido Unión Demócrata Independiente - UDI;2020;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;252641809
Pagina Aportes, donaciones, asignaciones y otros/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Cotizaciones;Pesos;88790408
Pagina Aportes, donaciones, asignaciones y otros/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Enero - Marzo;PP026;Partido Unión Demócrata Independiente - UDI;2020;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;250563362
Pagina Aportes, donaciones, asignaciones y otros/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Cotizaciones;Pesos;33887050
Pagina Aportes, donaciones, asignaciones y otros/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/2020/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2020;Jul - Sep;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2016/Oct-Dic;PP027;Comunes;2016;Oct - Dic;Aportes del Estado (art. 33 bis Ley NÂ°18603);Pesos;13051304
Aportes, donaciones, asignaciones y otros/2016/Oct-Dic;PP027;Comunes;2016;Oct - Dic;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2016/Oct-Dic;PP027;Comunes;2016;Oct - Dic;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2016/Oct-Dic;PP027;Comunes;2016;Oct - Dic;Donaciones;Pesos;525757
Aportes, donaciones, asignaciones y otros/2016/Oct-Dic;PP027;Comunes;2016;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
