Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Región;Comuna;Avenida, Calle o Pasaje;Número del inmueble, depto u oficina
PP021;Partido Progresista (PRO);2018;Abr - Jun;Regi½n de ¥uble;Sin sede;Sin sede;Sin sede
PP021;Partido Progresista (PRO);2018;Abr - Jun;Regin de la Araucan­a;Sin sede;Sin sede;Sin sede
PP021;Partido Progresista (PRO);2018;Abr - Jun;Regi½n de los R­os;Sin sede;Sin sede;Sin sede
PP021;Partido Progresista (PRO);2018;Abr - Jun;Regi½n de los Lagos;Sin sede;Sin sede;Sin sede
PP021;Partido Progresista (PRO);2018;Abr - Jun;Regi½n de Ays?n;Sin sede;Sin sede;Sin sede
PP021;Partido Progresista (PRO);2018;Abr - Jun;Regi½n de Magallanes;Sin sede;Sin sede;Sin sede
PP021;Partido Progresista (PRO);2018;Abr - Jun;Regi½n Metropolitana;Sin sede;Sin sede;Sin sede
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Arica y Parinacota;Arica;Yungay;359
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Tarapacá;Iquique;Covadonga;706
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Antofagasta;Calama;Antofagasta;2029
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Antofagasta;Antofagasta;Baquedano;563-565
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Atacama;Copiapó;No Aplica;No Aplica
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Coquimbo;Illapel;Constitución;846
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Coquimbo;Coquimbo;Eleuterio Ramírez;505
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Coquimbo;La Serena;Pení;550
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Valparaíso;San Felipe;San Martín;232
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Valparaíso;Los Andres;O'Higgins;396
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Valparaíso;La Cruz;Av. 21 de Mayo;S/N
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Valparaíso;Santa María;A. Latorre;526
PP022;Partido Radical de Chile;2019;Abr-Jun;Región Metropolitana;Santiago;Londres;57
PP022;Partido Radical de Chile;2019;Abr-Jun;Región Metropolitana;Maipú;Av. Portales;418
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de O'Higgins;Coltauco;Av. O'Higgins;S/N
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Talca;3 Poniente;1175
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Curicó;Carmen;98
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Linares;Colo-Colo;154
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Cauquenes;Claudina Urrutia;351 Interior
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Pelarco;Av. San Pedro;S/N
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Licantén;Errazuriz;S/N
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Río Claro;Urcisinio Opazo;60
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;San Clemente;Av. Huamachuco;533-A
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Maule;O'Higgins;40
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Constitución;Freire;878 B
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Curepto;O'Higgins;5-A
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Pencahue;Alonso de Rivera;S/N
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Teno;Av. Arturo Prat;203
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;Longaví;2 Oriente;272
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Maule;San Javier;Tacna;1185
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Ñuble;Chillán;18 de Septiembre;760
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Bio-bio;Concepción;Anibal Pinto;509, (Edificio P. de Valdivia) Of. 803
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Bio-bio;Los Ángeles;Dr. Cossio;333
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Bio-bio;Quilleco;Lautaro, Sitio I;305
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Bio-bio;Lebu;Alcazar;S/N
PP022;Partido Radical de Chile;2019;Abr-Jun;Región del Bio-bio;Mulchén;Villagrán;324
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de la Araucanía;Temuco;Bulnes;307 Of. 203
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de la Araucanía;Angol;Pedro Aguirre Cerda;550
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de la Araucanía;Villarica;Valentín Letelier;620
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Los Ríos;Valdivia;Arauco;865
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Los Lagos;Puerto Montt;Benavente;1026
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Aysén;Puerto Aysén;Ramirez;640
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Aysén;Coyhaique;Los Coihues;875
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Magallanes;Porvenir;Manuel Señoret;688
PP022;Partido Radical de Chile;2019;Abr-Jun;Región de Magallanes;Punta Arenas;Pasaje Elías Braun Fircks;1358
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Arica y Parinacota;Sin Sede Regional;sin sede regional;sin sede regional
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Tarapacá;Sin Sede Regional;sin sede regional;sin sede regional
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Antofagasta;Antofagasta;14 de Febrero;2679
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Atacama;Vallenar;San Ambrosio;433
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Coquimbo;Coquimbo;Aldunate;817
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Coquimbo;La Serena;Los Carreras;177
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Coquimbo;Monte Patria;Diaguitas;99
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Valparaíso;Valparaiso;Almirante Montt;59 al 69
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Valparaíso;San Felipe;Traslaviña;348
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región Metropolitana de Santiago;Santiago;París;873
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región Metropolitana de Santiago;Santiago;General Jofré;20
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de O'Higgins;Rancagua;Cáceres;717
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región del Maule;Talca;4 Sur;758
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región del Maule;Cauquenes;Victoria;851
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región del Maule;Curicó;Estado;96
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región del Maule;San Javier;Sargento Aldea;2490
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región del Ñuble;Chillán;18 de Septiembre;806
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región del Biobío;Concepción;Angol;579
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de La Araucanía;Temuco;General Mackenna;835
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Los Ríos;Valdivia;Anibal Pinto;1014
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Los Lagos;Puerto Montt;Mataverde;90
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Aysén;Coihaique;Victoria;519
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Aysén;Aisén;Florentino Cereceda;453
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Magallanes;Punta Arenas;Ignacio Carrera Pinto esq. Lautaro Navarro;SN
PP025;Partido Socialista de Chile PS;2019;abr - jun;Región de Magallanes;Puerto Natales;Magallanes;701
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;XV Región de Arica y Parinacota;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;I Región de Tarapacá;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;II Región de Antofagasta;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;III Región de Atacama;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;IV Región de Coquimbo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;V Región de Valparaíso;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;Región Metropolitana;Providencia;Suecia;286
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;Región Metropolitana;Providencia;Lota;2320
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;VI del Libertador General Bernardo O'Higgins;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;VII Región del Maule;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;VIII Región del Biobío;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;IX Región de la Araucanía;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;XIV Región de Los Ríos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;X Región de Los Lagos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;XI Aisén del Gral. Carlos Ibañez del Campo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Ene - Marzo;XII Región de Magallanes y Antártica Chilena;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;XV Región de Arica y Parinacota;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;I Región de Tarapacá;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;II Región de Antofagasta;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;III Región de Atacama;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;IV Región de Coquimbo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;V Región de Valparaíso;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;Región Metropolitana;Providencia;Suecia;286
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;Región Metropolitana;Providencia;Lota;2320
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;VI del Libertador General Bernardo O'Higgins;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;VII Región del Maule;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;VIII Región del Biobío;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;IX Región de la Araucanía;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;XIV Región de Los Ríos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;X Región de Los Lagos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;XI Aisén del Gral. Carlos Ibañez del Campo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;XII Región de Magallanes y Antártica Chilena;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;XV Región de Arica y Parinacota;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I Región de Tarapacá;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;II Región de Antofagasta;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;III Región de Atacama;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;IV Región de Coquimbo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;V Región de Valparaíso;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Región Metropolitana;Providencia;Suecia;286
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Región Metropolitana;Providencia;Lota;2320
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;VI del Libertador General Bernardo O'Higgins;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;VII Región del Maule;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;XVI Región de Ñuble;Chillan;Carrera;25
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;VIII Región del Biobío;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;IX Región de la Araucanía;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;XIV Región de Los Ríos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;X Región de Los Lagos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;XI Aisén del Gral. Carlos Ibañez del Campo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;XII Región de Magallanes y Antártica Chilena;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;XV Región de Arica y Parinacota;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;I Región de Tarapacá;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;II Región de Antofagasta;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;III Región de Atacama;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;IV Región de Coquimbo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;V Región de Valparaíso;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Región Metropolitana;Providencia;Suecia;286
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Región Metropolitana;Providencia;Lota;2320
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;VI del Libertador General Bernardo O'Higgins;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;VII Región del Maule;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;XVI Región de Ñuble;Chillan;Carrera;25
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;VIII Región del Biobío;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;IX Región de la Araucanía;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;XIV Región de Los Ríos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;X Región de Los Lagos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;XI Aisén del Gral. Carlos Ibañez del Campo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;XII Región de Magallanes y Antártica Chilena;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;XV Región de Arica y Parinacota;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;I Región de Tarapacá;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;II Región de Antofagasta;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;III Región de Atacama;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;IV Región de Coquimbo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;V Región de Valparaíso;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Región Metropolitana;Providencia;Suecia;286
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Región Metropolitana;Providencia;Lota;2320
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;VI del Libertador General Bernardo O'Higgins;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;VII Región del Maule;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;VIII Región del Biobío;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;IX Región de la Araucanía;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;XIV Región de Los Ríos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;X Región de Los Lagos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;XI Aisén del Gral. Carlos Ibañez del Campo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;XII Región de Magallanes y Antártica Chilena;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;XV Región de Arica y Parinacota;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;I Región de Tarapacá;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;II Región de Antofagasta;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;III Región de Atacama;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;IV Región de Coquimbo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;V Región de Valparaíso;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Región Metropolitana;Providencia;Suecia;286
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Región Metropolitana;Providencia;Lota;2320
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;VI del Libertador General Bernardo O'Higgins;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;VII Región del Maule;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;VIII Región del Biobío;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;IX Región de la Araucanía;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;XIV Región de Los Ríos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;X Región de Los Lagos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;XI Aisén del Gral. Carlos Ibañez del Campo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;XII Región de Magallanes y Antártica Chilena;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;XV Región de Arica y Parinacota;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;I Región de Tarapacá;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;II Región de Antofagasta;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;III Región de Atacama;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;IV Región de Coquimbo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;V Región de Valparaíso;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Región Metropolitana;Providencia;Suecia;286
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Región Metropolitana;Providencia;Lota;2320
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;VI del Libertador General Bernardo O'Higgins;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;VII Región del Maule;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;VIII Región del Biobío;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;IX Región de la Araucanía;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;XIV Región de Los Ríos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;X Región de Los Lagos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;XI Aisén del Gral. Carlos Ibañez del Campo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;XII Región de Magallanes y Antártica Chilena;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;XV Región de Arica y Parinacota;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;I Región de Tarapacá;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;II Región de Antofagasta;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;III Región de Atacama;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;IV Región de Coquimbo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;V Región de Valparaíso;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Región Metropolitana;Providencia;Suecia;286
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Región Metropolitana;Providencia;Lota;2320
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;VI del Libertador General Bernardo O'Higgins;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;VII Región del Maule;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;XVI Región de Ñuble;Chillan;Carrera;25
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;VIII Región del Biobío;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;IX Región de la Araucanía;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;XIV Región de Los Ríos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;X Región de Los Lagos;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;XI Aisén del Gral. Carlos Ibañez del Campo;Sin sede;Sin sede;Sin sede
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;XII Región de Magallanes y Antártica Chilena;Sin sede;Sin sede;Sin sede
PP027;Partido Poder Ciudadano;2019;Abr - Jun;Region de Arica y Parinacota;Sin sede;-;-
PP027;Partido Poder Ciudadano;2019;Abr - Jun;Region de Tarapaca;Sin sede;-;-
PP027;Partido Poder Ciudadano;2019;Abr - Jun;Region de Antofagasta;Sin sede;-;-
PP027;Partido Poder Ciudadano;2019;Abr - Jun;Region de Atacama;Sin sede;-;-
PP027;Partido Poder Ciudadano;2019;Abr - Jun;Region de Coquimbo;Sin sede;-;-
PP027;Partido Poder Ciudadano;2019;Abr - Jun;Region de Valparaiso;Sin sede;-;-
PP027;Partido Poder Ciudadano;2019;Abr - Jun;Region Metropolitana;Santiago;Concha y Toro;19
PP027;Partido Poder Ciudadano;2019;Abr - Jun;Region de Los Lagos;Sin sede;-;-
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;XV Región de Arica y Parinacota;Arica;21 de mayo;767
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I Región de Tarapacá;Iquique;San Martin;368
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;II Región de Antofagasta;Calama;A. Granaderos;2499
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;III Región de Atacama;Copiapó;Carrera;880
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;IV Región de Coquimbo;La Serena;Almagro;634
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;V Región de Valparaíso;Los Andes;Rancagua;320
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;V Región de Valparaíso;San Felipe;Chacabuco;224
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;Región Metropolitana;Santiago;Almirante Barroso;17
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;Región Metropolitana;Providencia;Av. Antonio Varas;454
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;Región Metropolitana;San Bernardo;Colón;680
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;Región Metropolitana;Melipilla;Ortuzar;373
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;VI Región de O'Higgins;Rancagua;Caceres;214
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;VI Región de O'Higgins;San Fernando;Chacabuco;242
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;VI Región de O'Higgins;Santa Cruz;Av. Errázuriz;1048, Depto A, 2°piso
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;VII Región del Maule;Talca;Uno norte;801, oficina 301
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;XVI Región del Ñuble;Sin Sede;Sin información;Sin información
