Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Tipo de Campaña;Item;Unidad Monetaria;Monto;Estado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;203490;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 80 FACTURAS POR CESION DE DERECHO;Pesos;315350;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 80 FACTURAS POR CESION DE DERECHO;Pesos;315350;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 2000   M2 PVC: 80 FACTURAS POR CESION DE DERECHO;Pesos;315350;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 4000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;279650;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 2000  CALENDARIO CARTA: 4000   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;279650;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 30000  CALENDARIO CARTA: 0   M2 PVC: 560 FACTURAS POR CESION DE DERECHO;Pesos;1798090;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 30000  CALENDARIO CARTA: 0   M2 PVC: 80 FACTURAS POR CESION DE DERECHO;Pesos;455770;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 30000  CALENDARIO CARTA: 20000   M2 PVC: 220 FACTURAS POR CESION DE DERECHO;Pesos;1608880;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 30000  CALENDARIO CARTA: 20000   M2 PVC: 300 FACTURAS POR CESION DE DERECHO;Pesos;1832600;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 30000  CALENDARIO CARTA: 8000   M2 PVC: 120 FACTURAS POR CESION DE DERECHO;Pesos;872270;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 30000  CALENDARIO CARTA: 8000   M2 PVC: 240 FACTURAS POR CESION DE DERECHO;Pesos;1207850;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 30000  CALENDARIO CARTA: 8000   M2 PVC: 340 FACTURAS POR CESION DE DERECHO;Pesos;1487500;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 30000  CALENDARIO CARTA: 8000   M2 PVC: 350 FACTURAS POR CESION DE DERECHO;Pesos;1515465;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 30000  CALENDARIO CARTA: 8000   M2 PVC: 400 FACTURAS POR CESION DE DERECHO;Pesos;1655290;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;23205;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;135065;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 0   M2 PVC: 40 FACTURAS POR CESION DE DERECHO;Pesos;135065;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Registro de Gastos efectuados en Campañas Electorales 2016;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;CAMPAÑA MUNICIPALES 2016  CALENDARIO B: 3000  CALENDARIO CARTA: 2000   M2 PVC: 0 FACTURAS POR CESION DE DERECHO;Pesos;99365;Aprobado
