Camino;C骴igo del organismo;Nombre del organismo;A駉 Informado;Trimestre Informado;Item de Gastos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
Pagina Gastos del partido pol韙ico/2019/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Ene - Mar;Otros gastos de administraci髇;Pesos;843657;825300;967471;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;475605;7650295;1121123;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;9614277;8853349;4750535;5109841;2914926;4579906;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;350000;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos de Personal;Pesos;0;0;0;5204231;6360224;5299999;6644311;6346646;6749489;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Julio- Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Jul - Sep;Otros gastos de administraci髇;Pesos;0;0;0;598500;240000;240000;1438882;1461103;1469535;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;475605;7650295;1121123;0;0;0;0;7043301
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;9614277;8853349;4750535;5109841;2914926;4579906;2934848;3816679;5580917
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;350000;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos de Personal;Pesos;0;0;0;5204231;6360224;5299999;6644311;6346646;6749489;6629996;8736201;12314119
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2019/Trimestre Octubre - Diciembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2019;Oct - Dic;Otros gastos de administraci髇;Pesos;0;0;0;598500;240000;240000;1438882;1461103;1469535;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;2618021;1537072;614874;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos de Personal;Pesos;0;0;0;9390328;5348210;3342128;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Abril - Junio;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Abr - Jun;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;4881806;2125411;3831146;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos de Personal;Pesos;2582978;3902573;3352271;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Enero - Marzo;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Ene - Mar;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;7216381;2780833;2400000;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos de Personal;Pesos;0;0;0;0;0;0;3709237;6667468;4555417;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2020/Trimestre Julio -Septiembre;PP034;Partido Federaci髇 Regionalista Verde Social  (FREVS);2020;Jul - Sep;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;1980000;1100000;500000;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos de Personal;Pesos;0;0;0;1374000;3255000;1770000;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Otros gastos de administraci髇;Pesos;0;0;0;0;100000;1000000;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;12660000;3749107;17702256;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos de Personal;Pesos;3039000;1224000;4551500;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Ene - Mar 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Otros gastos de administraci髇;Pesos;200000;0;9436800;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/2017/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
