"codigoViaje","destino","pasivo","codigoPasivo","organismo","IdOrPortal","cargo","fechaInicio","fechaTermino","descripcion","costo","financistas"
"ao02048132","SANTIAGO","CRISTINA EDITH GUZMAN TORO","AO0205641","SERVICIO DE SALUD COQUIMBO","ao020","Subdirectora de Gestion Asistencial",2015-05-27,2015-05-28,"SEGUNDA JORNADA RISS - ",279149,"   DIRECCION SERVICIO DE SALUD COQUIMBO - "
"ao02048182","ILLAPEL","CRISTINA EDITH GUZMAN TORO","AO0205641","SERVICIO DE SALUD COQUIMBO","ao020","Subdirectora de Gestion Asistencial",2015-05-29,2015-05-29,"ENCUENTRO CIUDADANO POR LA SALUD - ",16419,"   DIRECCION SERVICIO DE SALUD COQUIMBO - "
"ao02049002","VIÑA DEL MAR","ANA TERESA JOFRE ARAYA","AO0205413","SERVICIO DE SALUD COQUIMBO","ao020","Jefe(a) de Gabinete",2015-06-02,2015-06-02,"REUNION DIRECTORIO DE COMPRA - ",0,"   FONASA - "
"ao02050492","HOSPITAL DE ILLAPEL","ANA TERESA JOFRE ARAYA","AO0205413","SERVICIO DE SALUD COQUIMBO","ao020","Jefe(a) de Gabinete",2015-06-04,2015-06-04,"EXPOSICION Y  CRONOGRAMA EPH HOSPITAL ILLAPEL - ",20231,"   DIRECCION SERVICIO DE SALUD COQUIMBO - "
"ao02050532","SAN FELIPE (TERMAS DEL CORAZON)","ERNESTO WLADIMIR JORQUERA FLORES","AO0205412","SERVICIO DE SALUD COQUIMBO","ao020","Director(a) regional de servicio público",2015-06-03,2015-06-03,"REUNION MACRO REGION CENTRO NORTE - ",30682,"   DIRECCION SERVICIO DE SALUD COQUIMBO - "
"ao02051212","VIÑA DEL MAR - SAN FELIPE","CRISTINA EDITH GUZMAN TORO","AO0205641","SERVICIO DE SALUD COQUIMBO","ao020","Subdirectora de Gestion Asistencial",2015-06-02,2015-06-03,"DIRECTORIO DE COMPRAS ZONAL MACRO REGION CENTRO NORTE - ",57467,"   DIRECCION SERVICIO DE SALUD COQUIMBO - "
"ao02051652","ILLAPEL","LUIS IVAN MARIN CAMPUSANO","AO0205419","SERVICIO DE SALUD COQUIMBO","ao020","Subdirector Recursos Físicos y Financieros",2015-06-04,2015-06-04,"EXPOSICION Y CRONOGRAMA EPH, HOSPITAL DE ILLAPEL - ",30682,"   DIRECCION SERVICIO DE SALUD COQUIMBO - "
"ao02058132","SAN FELIPE (TERMAS DEL CORAZON,)","ERNESTO WLADIMIR JORQUERA FLORES","AO0205412","SERVICIO DE SALUD COQUIMBO","ao020","Director(a) regional de servicio público",2015-06-10,2015-06-12,"REUNION DE DIRECTORES DE SERVICIOS CONVOCADA POR SUBSECRETARIA DE REDES ASISTENCIALES - ",0,"   SUBSECRETARIA DE REDES ASISTENCIALES - "
"ao02062242","SANTIAGO - MINISTERIO DE SALUD","ERNESTO WLADIMIR JORQUERA FLORES","AO0205412","SERVICIO DE SALUD COQUIMBO","ao020","Director(a) regional de servicio público",2015-06-07,2015-06-08,"REUNION CON MINISTRA DE SALUD Y SENADORA DE LA REPUBLICA SRA. ADRIANA MUÑOZ  DALBORA. - ",179086,"   DIRECCION SERVICIO SALUD COQUIMBO -     DIRECCION SERVICIO DE SALUD COQUIMBO - "
"ao02062272","ILLAPEL","ERNESTO WLADIMIR JORQUERA FLORES","AO0205412","SERVICIO DE SALUD COQUIMBO","ao020","Director(a) regional de servicio público",2015-06-18,2015-06-18,"REUNION CON ALCALDE COMUNA DE ILLAPEL - ",30682,"   DIRECCION SERVICIO DE SALUD COQUIMBO - "
"ao02065612","LA SERENA","JULIO CONTRERAS LEIVA","AO0205446","SERVICIO DE SALUD COQUIMBO","ao020","Director(a) Hospital de Illapel",2015-06-09,2015-06-09,"ASISTE A REUNION SITUACION FINANCIERA PRESUPUESTARIA EN LA DIRECCIÓN SERVICIO DE SALUD - ",20231,"   SERVICIO DE SALUD COQUIMBO - "
"ao02065622","LA SERENA","JULIO CONTRERAS LEIVA","AO0205446","SERVICIO DE SALUD COQUIMBO","ao020","Director(a) Hospital de Illapel",2015-06-17,2015-06-19,"JORNADA DE CÀPACITACION DIAGNOSTICO PARTICIPATIVO - ",121,"   SERVICIO DE SALUD COQUIMBO - "
"ao02068622","ILLAPEL","ANA TERESA JOFRE ARAYA","AO0205413","SERVICIO DE SALUD COQUIMBO","ao020","Jefe(a) de Gabinete",2015-06-26,2015-06-26,"CUENTA PUBLICA DE GESTION AÑO 2014 DEL HOSPITAL HUMBERTO ELORZA CORTES DE ILLAPEL - ",20231,"   DIRECCION SERVICIO DE SALUD COQUIMBO - "
"ao02069612","SANTIAGO","CRISTINA EDITH GUZMAN TORO","AO0205641","SERVICIO DE SALUD COQUIMBO","ao020","Subdirectora de Gestion Asistencial",2015-06-23,2015-06-26,"- TERCERA JORNADA DE GESTORES EN RISS 2015 - CONSEJO MACROREGIONAL CENTRO NORTE - ",318996,"   DIRECCION SERVICIO DE SALUD COQUIMBO -     SERVICIO DE SALUD COQUIMBO -     DIRECCION SERVICIO SALUD COQUIMBO - "
"ao02069782","ILLAPEL","LUIS IVAN MARIN CAMPUSANO","AO0205419","SERVICIO DE SALUD COQUIMBO","ao020","Subdirector Recursos Físicos y Financieros",2015-06-26,2015-06-26,"""CUENTA PUBLICA GESTION 2014""  HOSPITAL DR. HUMBERTO ELORZA DE ILLAPEL - ",30682,"   DIRECCION SERVICIO SALUD COQUIMBO - "
"ao02145172","Santiago","Luis Guillermo Foncea Calderón","AO0215356","SERVICIO DE SALUD ACONCAGUA","ao021","Subdirector de Gestión Asistencial",2015-05-27,2015-05-28,"Jornada de Gestores RISS - ",53048,"   Servicio de Salud Aconcagua - "
"ao02145192","Valparaiso","Vilma Olave Garrido","AO0213416","SERVICIO DE SALUD ACONCAGUA","ao021","Directora de Servicio de Salud Aconcagua",2015-05-13,2015-05-13,"Reunión Controlaría General - ",30682,"   Servicio de Salud Aconcagua - "
"ao02145222","Valparaiso","Vilma Olave Garrido","AO0213416","SERVICIO DE SALUD ACONCAGUA","ao021","Directora de Servicio de Salud Aconcagua",2015-05-14,2015-05-14,"Reunión en SEREMI de Salud  con GORE- MINSAL - ",30682,"   Servicio de Salud Aconcagua - "
"ao02153852","Santiago","María Alejandra Fernandez Schilling","AO0215358","SERVICIO DE SALUD ACONCAGUA","ao021","Jefa Unidad de Abastecimiento Dirección de Servicio",2015-05-29,2015-05-29,"Gestión de Abastecimiento - ",16419,"   Servicio de Salud Aconcagua - "
"ao02155852","Viña del Mar","María Alejandra Fernandez Schilling","AO0215358","SERVICIO DE SALUD ACONCAGUA","ao021","Jefa Unidad de Abastecimiento Dirección de Servicio",2015-06-10,2015-06-10,"Difusión Nuevo Reglamento Compras Públicas 2015 (DNR15-3659) Lugar: Salón Real Audiencia, Hotel OHiggins, Plaza Vergara S/N - ",16419,"   Servicio de Salud Aconcagua - "
"ao02167812","Santiago","Vilma Olave Garrido","AO0213416","SERVICIO DE SALUD ACONCAGUA","ao021","Directora de Servicio de Salud Aconcagua",2015-06-01,2015-06-01,"Reunión Digera - Minsal - ",30682,"   Servicio de Salud Aconcagu - "
"ao02167852","Viña del Mar","Vilma Olave Garrido","AO0213416","SERVICIO DE SALUD ACONCAGUA","ao021","Directora de Servicio de Salud Aconcagua",2015-06-02,2015-06-02,"Reunión Directorio de Compras - ",30682,"   Servicio de Salud Aconcagua - "
"ao02167872","Viña del Mar","Vilma Olave Garrido","AO0213416","SERVICIO DE SALUD ACONCAGUA","ao021","Directora de Servicio de Salud Aconcagua",2015-06-10,2015-06-10,"Reunión Proceso de Acreditación de Competencias Compras Publicas para los Servicio de Salud - ",30682,"   Servicio de Salud Aconcagua - "
"ao02168722","Viña del Mar","Humberto Ventura Opazo Galaz","AO0215375","SERVICIO DE SALUD ACONCAGUA","ao021","Subdirector de Recursos Físicos y Financieros",2015-06-10,2015-06-10,"Jornada de Acreditación de Competencias en Compras Públicas - ",30682,"   Servicio de Salud Aconcagua - "
"ao02168732","Santiago","Humberto Ventura Opazo Galaz","AO0215375","SERVICIO DE SALUD ACONCAGUA","ao021","Subdirector de Recursos Físicos y Financieros",2015-06-16,2015-06-16,"Reunión en Divisiones de Inversiones y Presupuesto del Ministerio de Salud - ",30682,"   Servicio de Salud Aconcagua - "
"ao02168742","Valparaíso","Humberto Ventura Opazo Galaz","AO0215375","SERVICIO DE SALUD ACONCAGUA","ao021","Subdirector de Recursos Físicos y Financieros",2015-06-22,2015-06-22,"Reunión en Gobierno Regional y Seremi de Desarrollo Social por CESFAM Panquehue y SAR Centenario - ",30682,"   Servicio de Salud Aconcagua - "
"ao02168842","Viña del Mar","Humberto Ventura Opazo Galaz","AO0215375","SERVICIO DE SALUD ACONCAGUA","ao021","Subdirector de Recursos Físicos y Financieros",2015-06-02,2015-06-02,"Reunión Directorio de Compras - ",5600,"   Servicio de Salud Aconcagua - "
"ao02168992","Santiago","María Alejandra Fernandez Schilling","AO0215358","SERVICIO DE SALUD ACONCAGUA","ao021","Jefa Unidad de Abastecimiento Dirección de Servicio",2015-06-25,2015-06-25,"Gestión de Abastecimiento - ",16419,"   Servicio de Salud Aconcagua - "
"ao02177142","Santiago - Ministerio de Salud","Humberto Ventura Opazo Galaz","AO0215375","SERVICIO DE SALUD ACONCAGUA","ao021","Subdirector de Recursos Físicos y Financieros",2015-06-25,2015-06-25,"Reunión en División de Presupuestos - ",30682,"   Servicio de Salud Aconcagua - "
"ao02245612","Valparaiso,Chile","Jaime Alberto Gonzalez Moya","AO0224163","SERVICIO DE SALUD VALPARAÍSO-SAN ANTONIO","ao022","Director del Hospital San Jose de Casablanca",2015-05-04,2015-05-04,"Invitación Cuenta Publica SSVSA - ",3600,"   Hospital san jose de casablanca - "
"ao02245642","Valparaiso, Chile","Jaime Alberto Gonzalez Moya","AO0224163","SERVICIO DE SALUD VALPARAÍSO-SAN ANTONIO","ao022","Director del Hospital San Jose de Casablanca",2015-05-05,2015-05-05,"Reunión CIRA - ",4,"   Hospital san jose de casablanca - "
"ao02245652","Valparaiso. Chile","Jaime Alberto Gonzalez Moya","AO0224163","SERVICIO DE SALUD VALPARAÍSO-SAN ANTONIO","ao022","Director del Hospital San Jose de Casablanca",2015-05-06,2015-05-06,"Reunión Brecha RRHH - ",3600,"   S/I - "
"ao02245662","Valparaiso. Chile","Jaime Alberto Gonzalez Moya","AO0224163","SERVICIO DE SALUD VALPARAÍSO-SAN ANTONIO","ao022","Director del Hospital San Jose de Casablanca",2015-05-06,2015-05-06,"Reunión Brecha RRHH - ",3600,"   S/I - "
"ao02245702","Valparaiso, Chile","Jaime Alberto Gonzalez Moya","AO0224163","SERVICIO DE SALUD VALPARAÍSO-SAN ANTONIO","ao022","Director del Hospital San Jose de Casablanca",2015-05-11,2015-05-11,"SEREMI - ",3600,"   Hospital San Jose de Casablanca - "
"ao02255942","Valparaiso","Jaime Alberto Gonzalez Moya","AO0224163","SERVICIO DE SALUD VALPARAÍSO-SAN ANTONIO","ao022","Director del Hospital San Jose de Casablanca",2015-06-04,2015-06-04,"Reunión Metas Sanitarias Ambas Leyes En D. SSVSA - ",3600,"   Hospital San Jose de Casablanca - "
"ao02255962","VIÑA DEL MAR","Jaime Alberto Gonzalez Moya","AO0224163","SERVICIO DE SALUD VALPARAÍSO-SAN ANTONIO","ao022","Director del Hospital San Jose de Casablanca",2015-06-10,2015-06-10,"Reunión Proceso de Acreditación Compras Publicas - ",24,"   Hospital San Jose de Casablanca - "
"ao02453882","quinta de tilcoco","FERNANDO JAVIER TRONCOSO REINBACH","AO0244817","SERVICIO DE SALUD O’HIGGINS","ao024","Jefe(a) de servicio",2015-05-04,2015-05-04,"REUNIÓN DE GABINETE  REGIONAL - ",0,"   DSS OHIGGINS - "
"ao02453902","PICHILEMU- MARCHIGUE","FERNANDO JAVIER TRONCOSO REINBACH","AO0244817","SERVICIO DE SALUD O’HIGGINS","ao024","Jefe(a) de servicio",2015-05-08,2015-05-08,"XI CONGRESO DE ALCALDES Y CONCEJALES  EN PICHILEMU Y REUNIÓN CON GREMIOS EN MARCHIGUE - ",0,"   DSS O'HIGGINS - "
"ao02453932","santa cruz","FERNANDO JAVIER TRONCOSO REINBACH","AO0244817","SERVICIO DE SALUD O’HIGGINS","ao024","Jefe(a) de servicio",2015-05-11,2015-05-11,"Cuenta Pública Hospital - ",0,"   DSS O'HIGGINS - "
"ao02453942","SANTIAGO","Pablo Francisco González Moraga","AO0244822","SERVICIO DE SALUD O’HIGGINS","ao024","SUBDIRECTORA DE RECURSOS HUMANOS",2015-05-26,2015-05-28,"REUNION NACIONAL JEFES DE CAPACITACION DE SERVICIOS DE SALUD Y ESTABLECIMIENTOS DE ALTA COMPLEJIDAD - ",121,"   DSS. O'HIGGINS - "
"ao02453952","SANTIAGO","Pablo Francisco González Moraga","AO0244822","SERVICIO DE SALUD O’HIGGINS","ao024","SUBDIRECTORA DE RECURSOS HUMANOS",2015-05-26,2015-05-28,"REUNION NACIONAL JEFES DE CAPACITACION DE SERVICIOS DE SALUD Y ESTABLECIMIENTOS DE ALTA COMPLEJIDAD - ",121,"   DSS. O'HIGGINS - "
"ao02453972","SANTIAGO","FERNANDO JAVIER TRONCOSO REINBACH","AO0244817","SERVICIO DE SALUD O’HIGGINS","ao024","Jefe(a) de servicio",2015-05-26,2015-05-26,"TALLER INDICADORES SUSTENTABILIDAD  FINANCIERA ESTABLECIMIENTOS AUTOGESTIONADOS - ",0,"   DSS O'HIGGINS - "
"ao02453982","SANTIAGO","FERNANDO JAVIER TRONCOSO REINBACH","AO0244817","SERVICIO DE SALUD O’HIGGINS","ao024","Jefe(a) de servicio",2015-05-27,2015-05-27,"REUNIÓN Y VIDEOCONFERENCIA EN MINISTERIO DE SALUD - ",0,"   DSS O'HIGGINS - "
"ao02454002","PICHILEMU","FERNANDO JAVIER TRONCOSO REINBACH","AO0244817","SERVICIO DE SALUD O’HIGGINS","ao024","Jefe(a) de servicio",2015-05-30,2015-05-30,"REUNIÓN AGRUPACIÓN EX PRESOS POLÍTICOS DE PICHILEMU - ",0,"   DSS O'HIGGINS - "
"ao02454232","SANTIAGO","FERNANDO JAVIER TRONCOSO REINBACH","AO0244817","SERVICIO DE SALUD O’HIGGINS","ao024","Jefe(a) de servicio",2015-06-03,2015-06-03,"JORNADA NACIONAL DE SALUD MENTAL - ",0,"   DSS O'HIGGINS - "
"ao02455992","SANTIAGO","Pablo Francisco González Moraga","AO0244822","SERVICIO DE SALUD O’HIGGINS","ao024","SUBDIRECTORA DE RECURSOS HUMANOS",2015-06-09,2015-06-09,"PUESTA EN MARCHA HOSPITAL RANCAGUA - ",20,"   DSS. O'HIGGINS - "
"ao02456022","SAN FERNANDO","Pablo Francisco González Moraga","AO0244822","SERVICIO DE SALUD O’HIGGINS","ao024","SUBDIRECTORA DE RECURSOS HUMANOS",2015-06-10,2015-06-10,"REUNIÓN CON EQUIPO DIRECTIVO HSF - ",20,"   DSS. O'HIGGINS - "
"ao02612772","Santiago, Chile","Alicia Contreras Vielma","AO0263442","SERVICIO DE SALUD ÑUBLE","ao026","Directora Hospital de San Carlos",2015-04-28,2015-04-29,"Jornada de Gestores en RISS (Redes Integradas de Servicios de Salud) abril 2015. Apoyar el proceso de instalación del modelo RISS en el país, a través del desarrollo de cuadros directivos de Servicios, Hospitales y Centros de Atención Primaria con Habilidades de liderazgo, comunicación efectiva, negociación y gestión de acuerdos, teniendo como eje trasversal la implementación de objetivos estratégicos del sector, el trabajo colaborativo e integrado. - ",34231,"   Servicio Salud Ñuble -     Servicio de Salud Ñuble - "
"ao02612782","Santiago, Chile","Rodrigo Avendaño Brandeis","AO0263578","SERVICIO DE SALUD ÑUBLE","ao026","Director Hospital Clínico Herminda Martín de Chillán",2015-04-28,2015-04-29,"I Jornada de Redes Integradas de los Servicios de Salud - ",40000,"   Servicio de Salud Ñuble - "
"ao02629102","Santiago","Jannet Viveros Figueroa","AO0263342","SERVICIO DE SALUD ÑUBLE","ao026","Subdirectora de Recursos Físicos y Financieros - SSÑ",2015-05-25,2015-05-25,"Reunión en Servicio Civil (selección cargo S.D.G.A) - ",123482,"   Servicio Salud de Ñuble - "
"ao02630282","Concepción","Jannet Viveros Figueroa","AO0263342","SERVICIO DE SALUD ÑUBLE","ao026","Subdirectora de Recursos Físicos y Financieros - SSÑ",2015-05-26,2015-05-26,"EETT y Bases Licitación 7 Ambulancias SAMU Cordillera - ",64742,"   Servicio Salud de Ñuble - "
"ao02633452","Coelemu","Alex Paredes Poblete","AO0263373","SERVICIO DE SALUD ÑUBLE","ao026","Director Hospital de Bulnes",2015-04-29,2015-04-29,"Asistir a ceremonia Cuenta Pública del Hospital Comunitario de Salud Familiar de Coelemu. - ",20231,"   Servicio Salud Ñuble - Hospital Comunitario de Salud Familiar de Quirihue. - "
"ao02633462","Chillán","Alex Paredes Poblete","AO0263373","SERVICIO DE SALUD ÑUBLE","ao026","Director Hospital de Bulnes",2015-05-05,2015-05-05,"Reunión CIRA,citado por fax 002 del 28.04.2015. - ",20231,"   Servicio Salud Ñuble- Hospital Comunitario de Salud Familiar de Quirihue. - "
"ao02637492","Concepción","Jannet Viveros Figueroa","AO0263342","SERVICIO DE SALUD ÑUBLE","ao026","Subdirectora de Recursos Físicos y Financieros - SSÑ",2015-05-29,2015-05-29,"Reunión Programa de trabajo con EAR mayo 2015 - ",64742,"   Servicio Salud de Ñuble - "
"ao02640032","Chillán","Emilia Cisterna Osorio","AO0263351","SERVICIO DE SALUD ÑUBLE","ao026","Directora Hospital Comunitario de Salud Familiar de Coelemu",2015-05-05,2015-05-05,"Reunión CIRA - ",38604,"   S/I - "
"ao02640242","Chillán","Emilia Cisterna Osorio","AO0263351","SERVICIO DE SALUD ÑUBLE","ao026","Directora Hospital Comunitario de Salud Familiar de Coelemu",2015-05-06,2015-05-06,"Ceremonia Cuenta Pública Hospital Herminda Martin de Chillán - ",38602,"   Hospital Comunitario de Salud Familiar de Coelemu - "
"ao02640362","Chillán","Emilia Cisterna Osorio","AO0263351","SERVICIO DE SALUD ÑUBLE","ao026","Directora Hospital Comunitario de Salud Familiar de Coelemu",2015-05-08,2015-05-08,"Reunion Metas Sanitarias Ley 18834 - 19664 - ",38604,"   Hospital Comunitario de Salud Familiar de Coelemu - "
"ao02640672","Chillán","Emilia Cisterna Osorio","AO0263351","SERVICIO DE SALUD ÑUBLE","ao026","Directora Hospital Comunitario de Salud Familiar de Coelemu",2015-05-13,2015-05-13,"Reunión relacionada con el Plan Nacional Metas 2011 - 2020 - ",20232,"   Hospital Comunitario de Salud Familiar de Coelemu - "
"ao02640942","Chillán","Emilia Cisterna Osorio","AO0263351","SERVICIO DE SALUD ÑUBLE","ao026","Directora Hospital Comunitario de Salud Familiar de Coelemu",2015-05-28,2015-05-28,"Reunión de Producción - ",51664,"   Hospital Comunitario de Salud Familiar de Coelemu - "
"ao02643992","Concepción, Chile","Alicia Contreras Vielma","AO0263442","SERVICIO DE SALUD ÑUBLE","ao026","Directora Hospital de San Carlos",2015-05-29,2015-05-29,"Talleres de Indicadores Financieros - ",20231,"   Hospital de San Carlos - "
"ao02650632","Santiago","Víctor Rebolledo Fuentes","AO0263345","SERVICIO DE SALUD ÑUBLE","ao026","Director (s) Servicio de Salud Ñuble / Subdirector de Gestión Asistencial",2015-05-27,2015-05-28,"Primera Jornada de Gestores en RISS Asistenciales - ",16419,"   Servicio Salud de Ñuble - "
"ao02655862","San Esteban, V Región","Iván Paul Espinoza","AO0262169","SERVICIO DE SALUD ÑUBLE","ao026","Jefe(a) de servicio",2015-06-10,2015-06-12,"Jornada Nacional de Directores de Servicios de Salud - ",154116,"   Servicio de Salud Ñuble - "
"ao02660342","Concepción","Víctor Rebolledo Fuentes","AO0263345","SERVICIO DE SALUD ÑUBLE","ao026","Director (s) Servicio de Salud Ñuble / Subdirector de Gestión Asistencial",2015-06-16,2015-06-16,"Reunion Subdirectores Médicos - Macroregión Sur - ",50479,"   61.607.000-2 - "
"ao02677112","Concepción - Chile","Fresia Orellana","AO0263346","SERVICIO DE SALUD ÑUBLE","ao026","2° Subrogante en Subdirección de Gestión y Desarrollo de las Personas - Jefa Dpto. Gestión de las personas - SSÑ",2015-06-19,2015-06-19,"Reunión de Macrorredes - ",20231,"   Servicio de Salud Ñuble - "
"ao02816912","SANTIAGO","Sandra Valeria del Pilar Bustamante Navarro","AO0283405","SERVICIO DE SALUD TALCAHUANO","ao028","Subdirectora de las Personas",2015-05-06,2015-05-06,"ENTREVISTA POSTULANTE CARGO DE SUBDIRECTOR MEDICO DE LA DIRECCION DEL SERVICIO DE SALUD TALCAHUANO - ",183750,"   SERVICIO DE SALUD TALCAHUANO - "
"ao02830332","SANTIAGO","Sandra Valeria del Pilar Bustamante Navarro","AO0283405","SERVICIO DE SALUD TALCAHUANO","ao028","Subdirectora de las Personas",2015-05-19,2015-05-19,"REUNIÓN CON EL MINISTERIO DE SALUD DE BRECHA DE RECURSOS HUMANOS DEL HOSPITAL PENCO-LIRQUEN - ",234804,"   SERVICIO DE SALUD TALCAHUANO - "
"ao02847052","Santiago, Chile","Héctor Manuel González Jerez","AO0283407","SERVICIO DE SALUD TALCAHUANO","ao028","Director (S) Hospital Las Higueras",2015-04-29,2015-04-29,"Invitación a Primera Jornada de Gestores de RISS - ",30682,"   Hospital Las Higueras - "
"ao02854822","CHILLAN","Mauricio Alejandro Jara Lavin","AO0283391","SERVICIO DE SALUD TALCAHUANO","ao028","Jefe(a) de servicio",2015-06-09,2015-06-09,"REUNION  MACROREGIONAL SUR,  PROGRAMADA POR CALENDARIO ANUAL - ",30682,"   SERVICIO DE SALUD TALCAHUANO - "
"ao02855142","chillan (macro regional sur )","Freddy Alberto Vidal Fuentealba","AO0283404","SERVICIO DE SALUD TALCAHUANO","ao028","Subdirector de Recursos Físicos y Financieros",2015-06-09,2015-06-09,"Coordinacion Red  de los diferentes servicios - ",30682,"   servicio salud talcahuano - "
"ao02862382","CHILLAN","Sandra Valeria del Pilar Bustamante Navarro","AO0283405","SERVICIO DE SALUD TALCAHUANO","ao028","Subdirectora de las Personas",2015-06-09,2015-06-09,"REUNION MACRO REGIONAL SUR - ",30682,"   SERVICIO DE SALUD TALCAHUANO - "
"ao02864022","V REGION  LOS ANDES ""TERMAS DEL cORAZON""","Mauricio Alejandro Jara Lavin","AO0283391","SERVICIO DE SALUD TALCAHUANO","ao028","Jefe(a) de servicio",2015-06-10,2015-06-12,"JORNADA  SUBSECRETARIA DE REDES - ",218438,"   SERVICIO DE SALUD TALCAHUANO - "
"ao02910492","Santa Bárbara - Santiago","Marta Ercira Caro Andía","AO0292867","SERVICIO DE SALUD BÍO-BÍO","ao029","Jefe(a) de servicio",2015-04-28,2015-04-29,"Santa Bárbara (Cuenta Pública Hospital) - Santiago (Primera Jornada de Gestores en Redes Integradas de Servicios de Salud) - ",107880,"   Ministerio de Salud -     Servicio Salud Biobío - "
"ao02910502","Alto Biobío","Marta Ercira Caro Andía","AO0292867","SERVICIO DE SALUD BÍO-BÍO","ao029","Jefe(a) de servicio",2015-04-30,2015-04-30,"Programa Radial de Alto Biobío y Visita Ñaña en sector Callaqui - Sra. Juanita Beltrán - ",13680,"   Servicio Salud Biobío - "
"ao02914382","Yumbel","Marta Ercira Caro Andía","AO0292867","SERVICIO DE SALUD BÍO-BÍO","ao029","Jefe(a) de servicio",2015-05-05,2015-05-05,"Ceremonia entrega de vehículo ambulancia Cesfam Yumbel Estación - ",8640,"   Servicio Salud Biobío - "
"ao02914472","Concepción","Rodrigo Manuel Sierra Contreras","AO0293593","SERVICIO DE SALUD BÍO-BÍO","ao029","Subdirector Recursos Físicos y Financieros",2015-05-06,2015-05-06,"Reunión MINVU / Tema: Proyecto Avda. Julio Hemmelmann por posible interferencia en Proyecto Reposición Hospital de Nacimiento. - ",30682,"   Servicio de Salud Biobío - "
"ao02916652","Ralco Alto Biobío","Marta Ercira Caro Andía","AO0292867","SERVICIO DE SALUD BÍO-BÍO","ao029","Jefe(a) de servicio",2015-05-08,2015-05-08,"Presentación Informe Misión de Observación Comunidad Pewenche Malla Malla, Comunidad Alto Biobío - ",30682,"   Servicio Salud Biobío - "
"ao02920122","Antuco","Marta Ercira Caro Andía","AO0292867","SERVICIO DE SALUD BÍO-BÍO","ao029","Jefe(a) de servicio",2015-05-17,2015-05-17,"Ceremonia Solemne Memorial Valle de la Luna, 10 años de la Tragedia de Antuco - ",30682,"   Servicio Salud Biobío - "
"ao02923102","Santa Bárbara","Rodrigo Manuel Sierra Contreras","AO0293593","SERVICIO DE SALUD BÍO-BÍO","ao029","Subdirector Recursos Físicos y Financieros",2015-05-14,2015-05-14,"Visita Terreno Hospital / Reunión Alcalde Comuna Santa Bárbara. - ",30682,"   Servicio de Salud Biobío - "
"ao02923122","Mulchén","Rodrigo Manuel Sierra Contreras","AO0293593","SERVICIO DE SALUD BÍO-BÍO","ao029","Subdirector Recursos Físicos y Financieros",2015-05-16,2015-05-16,"Reunión Juntas de Vecinos Comuna de Mulchén. - ",0,"   Servicio de Salud Biobío - "
"ao02923182","Santiago","Rodrigo Manuel Sierra Contreras","AO0293593","SERVICIO DE SALUD BÍO-BÍO","ao029","Subdirector Recursos Físicos y Financieros",2015-05-17,2015-05-18,"Reunión Comité de Selección Cargo Director Complejo Asistencial Dr. Víctor Ríos Ruiz de Los Angeles. - ",206328,"   Servicio de Salud Biobío - "
"ao02923332","Butalelbum","Marta Ercira Caro Andía","AO0292867","SERVICIO DE SALUD BÍO-BÍO","ao029","Jefe(a) de servicio",2015-05-20,2015-05-20,"Reunión Comunidad Butalelbum con Sr. Gobernador Provincial Biobío - ",30682,"   Servicio Salud Biobío - "
"ao02924452","Cabrero","Rodrigo Manuel Sierra Contreras","AO0293593","SERVICIO DE SALUD BÍO-BÍO","ao029","Subdirector Recursos Físicos y Financieros",2015-05-20,2015-05-20,"Reunión Alcalde Comuna Cabrero / Tema: Presentación CECOSF y SAR. - ",41242,"   Servicio de Salud Biobío - "
"ao02927872","Concepción / Santiago","Rodrigo Manuel Sierra Contreras","AO0293593","SERVICIO DE SALUD BÍO-BÍO","ao029","Subdirector Recursos Físicos y Financieros",2015-05-26,2015-05-28,"Entrevistas Concurso Director Complejo Asistencial Dr. Víctor Ríos Ruiz de Los Angeles (26 de Mayo en Concepción y 27 de Mayo en Santiago) / Reunión División de Inversiones MINSAL (28 de Mayo). - ",265112,"   Servicio de Salud Biobío - "
"ao02930022","Tucapel","Marta Ercira Caro Andía","AO0292867","SERVICIO DE SALUD BÍO-BÍO","ao029","Jefe(a) de servicio",2015-05-26,2015-05-26,"Ceremonia Inaugural Centro de Día del Adulto Mayor. - ",30682,"   Servicio Salud Biobío - "
"ao02931392","Santiago, chile","Maria Elisa  Otto Sanguineti","AO0293608","SERVICIO DE SALUD BÍO-BÍO","ao029","Subdirectora Gestión Asistencial",2015-05-07,2015-05-09,"Diplomado en Gerencia Social y Salud - ",174124,"   Servicio de Salud Biobío - "
"ao02931402","Concepción","Claudia García Niño","AO0293609","SERVICIO DE SALUD BÍO-BÍO","ao029","Subdirectora Recursos Humanos",2015-05-07,2015-05-07,"Reunión con Contralora Regional - ",26131,"   Servicio Salud Bio Bio - "
"ao02931532","Santiago","Maria Elisa  Otto Sanguineti","AO0293608","SERVICIO DE SALUD BÍO-BÍO","ao029","Subdirectora Gestión Asistencial",2015-05-14,2015-05-16,"Diplomado en Gerencia Social y Salud - ",171744,"   Servicio de Salud Biobío - "
