"codigoViaje","destino","pasivo","codigoPasivo","organismo","IdOrPortal","cargo","fechaInicio","fechaTermino","descripcion","costo","financistas"
"ab0581700752","PUERTO VARAS","JUAN CARLOS  GALLARDO GALLARDO","AB0584696","GOBERNACIÓN PROVINCIAL DE LLANQUIHUE","ab058","Gobernador(a)",2015-06-16,2015-06-16,"INAUGURACIÓN PLAZA ISABEL LA CATÓLICA - ",0,"   S/I - "
"ab064984162","COYHAIQUE","Jorge Eduardo Calderon Nuñez","AB0645657","GOBERNACIÓN PROVINCIAL DE CAPITÁN PRAT","ab064","Gobernador Provincial",2015-06-07,2015-06-09,"PARTICIPAR REUNION GABINETE REGIONAL - ",184090,"   GOBERNACIÓN CAPITÁN PRAT - "
"ab064987122","COYHAIQUE","Jorge Eduardo Calderon Nuñez","AB0645657","GOBERNACIÓN PROVINCIAL DE CAPITÁN PRAT","ab064","Gobernador Provincial",2015-06-16,2015-06-19,"Asiste a reunión de Consejo Regional - ",260794,"   Gobernación Capitán Prat - "
"ac001141472","VALPARAISO, CHILE","Heraldo Muñoz Valenzuela","AC001497","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Ministro de Relaciones Exteriores",2015-05-20,2015-05-21,"ACTIVIDADES DE CELEBRACION 21 DE MAYO - ",0,"   S/I - "
"ac0011521832","Ciudad de Lamego","German Guerrero Pavez","AC001721","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Embajador de Chile en Portugal",2015-06-09,2015-06-10,"Día Nacional de Portugal. - ",372000,"   Ministerio de Relaciones Exteriores - "
"ac00124972","VALPARAISO, CHILE","Heraldo Muñoz Valenzuela","AC001497","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Ministro de Relaciones Exteriores",2015-05-19,2015-05-19,"ASUNTOS INTERPARLAMENTARIOS E INTEGRACION LATIOAMERICANA, DE LA CAMARA DE DIPUTADOS - ",40827,"   MINISTERIO DE RELACIONES EXTERIORES - "
"ac00191442","VALPARAISO, CHILE","Heraldo Muñoz Valenzuela","AC001497","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Ministro de Relaciones Exteriores",2015-06-30,2015-06-30,"ASISTIR A LAS SESIONES DEL SENADO Y CAMARA DE DIPUTADOS EN EL CONGRESO NACIONAL - ",40827,"   MINISTERIO DE RELACIONES EXTERIORES - "
"ad020340652","GINEBRA","Guillermo Eduardo Navarro Schlotterbeck","AD0206085","DIRECCIÓN GENERAL DE AERONAÚTICA CIVIL","ad020","Director de la Dirección Meteorológica de Chile",2015-05-25,2015-06-19,"Asistir a  la reunión del Órgano supremo de la OMM en Ginebra, que se realiza cada cuatro años para determinar las políticas generales de la OMM y otros. Posteriormente asiste a la  Reunión del Comité Ejecutivo de la OMM, al cual pertenece el Director DMC - ",11088093,"   DGAC - "
"ae00712752","Complejo Fronterizo Chungará, Región Arica y Parinacota","Emilio Araya Ramírez","AE0071764","SERVICIO NACIONAL DE ADUANAS","ae007","Director Regional Aduana Arica",2015-04-29,2015-04-29,"Reunión Técnica Chile-Bolivia - ",70682,"   Dirección Nacional de Aduanas -     Servicio Nacional de Aduanas - "
"ah0041122462","PUNTA ARENAS","Claudia Marro Freitte","AH0041425","CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN (CORFO)","ah004","Jefe de Gabinete",2015-04-09,2015-04-10,"PARTICIPAR DE REUNIONES Y LANZAMIENTO PROGRAMA PER TURISMO - ",551860,"   CORFO - "
"ah00748042","TOLTEN Y TEODORO SCHMIDT","HÉCTOR ALEJANDRO HENRÍQUEZ RODRÍGUEZ","AH0073128","INSTITUTO NACIONAL DE ESTADÍSTICAS (INE)","ah007","DIRECTOR REGIONAL DE LA ARAUCANIA",2015-04-29,2015-04-29,"INFORMAR A ALCALDE Y EQUIPO MUNICIPAL, SOBRE PROXIMIDAD Y PREPARATIVOS PARA PROXIMO PRECENSO - ",20231,"   INE - "
"ah00748082","TRIGUEN, GALVARINO Y ERCILLA","HÉCTOR ALEJANDRO HENRÍQUEZ RODRÍGUEZ","AH0073128","INSTITUTO NACIONAL DE ESTADÍSTICAS (INE)","ah007","DIRECTOR REGIONAL DE LA ARAUCANIA",2015-04-30,2015-04-30,"INFORMAR A ALCALDE Y EQUIPO MUNICIPAL, SOBRE PROXIMIDAD Y PREPARATIVOS PARA PROXIMO PRECENSO - ",20231,"   INE - "
"ah0081380542","Santiago","Katrina Sanguinetti Tachibana","AH0085616","SERVICIO NACIONAL DE TURISMO","ah008","Directora regional de Valparaíso",2015-06-15,2015-06-15,"otro - ",20231,"   Sernatur - "
"ah0081380582","Casablanca","Katrina Sanguinetti Tachibana","AH0085616","SERVICIO NACIONAL DE TURISMO","ah008","Directora regional de Valparaíso",2015-05-30,2015-05-30,"otro - ",20231,"   Sernatur - "
"ah01251902","Viña del Mar","Bernardo Leonidas Troncoso Narvaez","AH0122597","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Jefe(a) de servicio",2015-06-03,2015-06-03,"Inauguración 19 encuentro Empresarial ""Valparaíso Región Creativa""  Exposición sobre los Centros de Desarrollo de Negocios - ",45681,"   Servicio de Cooperación Técnica - "
"ah01282602","Valparaiso","Cristian Mauricio Borquez Guinan","AH0122675","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Jefe(a) de Gabinete",2015-06-30,2015-06-30,"Asiste a Comisión Especial del Senado por la Catástrofe por incendio en Valparaíso - ",16409,"   Servicio de Cooperación Técnica - "
"ah01282782","Valparaíso","Bernardo Leonidas Troncoso Narvaez","AH0122597","SERVICIO DE COOPERACIÓN TÉCNICA","ah012","Jefe(a) de servicio",2015-06-30,2015-06-30,"Asiste en representaciòn del Vicepresidente Ejecutivo de CORFO a la Comisión Especial del Senado por la Catástrofe por incendio en Valparaíso - ",16409,"   Servicio de Cooperación Técnica -     SERCOTEC - "
"aj00132282","Parral","Rigoberto Espinoza Gutiérrez","AJ0011452","SUBSECRETARÍA DE EDUCACIÓN","aj001","Secretario(a) Regional Ministerial del Maule",2015-05-27,2015-05-27,"Entrega de material Programa Contigo Aprendo, CEIA PARRAL - ",0,"   SEREMI DE EDUCACIÓN REGIÓN DEL MAULE - "
"aj001927962","Bio Bío","Gonzalo Andrés Muñoz Stuardo","AJ0019011","SUBSECRETARÍA DE EDUCACIÓN","aj001","Jefe de División Educación General",2015-06-11,2015-06-12,"Participar en jornada de reflexión del Proyecto Educativo Institucional (PEI). Entrega de equipamiento deportivo en el marco Fondo para la Educación Previsional. Participar en seminario regional. - ",198993,"   Ministerio de Educación - "
"aj001927982","Atacama","Gonzalo Andrés Muñoz Stuardo","AJ0019011","SUBSECRETARÍA DE EDUCACIÓN","aj001","Jefe de División Educación General",2015-06-04,2015-06-06,"Inicio Plan vuelta a clases. - ",232848,"   Ministerio de Educación - "
"aj0101263782","Santiago","Sandra Flores Contreras","AJ0103749","JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)","aj010","Directora Regional de Arica y Parinacota",2015-04-28,2015-04-29,"Participación en Cuenta Publica Institucional año 2014. Resolución Exenta 15/1445 - ",256077,"   JUNJI - "
"aj0101276202","Traiguen-Victoria, Chile","María Isabel Cofré Molinet","AJ0103779","JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)","aj010","Directora Regional de La Araucanía",2015-05-13,2015-05-13,"Firma comodato Temulemu, Traiguen Visita Jardin Los Enanitos - ",0,"   S/I - "
"aj01025542","Comuna de Putre","Sandra Flores Contreras","AJ0103749","JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)","aj010","Directora Regional de Arica y Parinacota",2015-05-26,2015-05-26,"Reunión del Consejo Técnico Asesor de Putre. resolución EXENTA 1324 - ",20231,"   Junta Nacional de Jardines Infantiles - "
"aj01079062","Atacama, Chile","Gladys Desirée López de Maturana Luna","AJ0103730","JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)","aj010","Jefe(a) de servicio",2015-06-01,2015-06-01,"Funeral Paulina Rojas Vidal, funcionaria Jardín Infantil Amanecer de Copiapó. - ",354701,"   Junta Nacional de Jardines Infantiles - "
"ak00650582","Santiago","Luis Patricio López Cisternas","AK0062104","GENDARMERÍA DE CHILE","ak006","Director Regional de Gendarmería de Chile, Región de La Araucanía",2015-05-31,2015-06-03,"Encuentro de Directores Regionales y cambio de mando Sr. Director Nacional - ",283247,"   Dirección General de Gendarmería de Chile - "
"al00146922","Valparaíso","Ximena Cecilia  Rincon Gonzalez","AL0014353","SUBSECRETARÍA DEL TRABAJO","al001","Ministra del Trabajo y Previsión Social",2015-05-19,2015-05-19,"Reunión con Parlamentarios y Sesión Comisión de Trabajo en la Cámara de Diputados - ",66923,"   Subsecretaría del Trabajo - "
"al00479592","New York, United States","Leonardo  Verdugo Radrigán ","AL0046086","DIRECCIÓN GENERAL DE CRÉDITO PRENDARIO","al004","Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886",2015-06-03,2015-06-07,"Invitación a Reunión del Comité Permanente de la Asociación Internacional de Entidades Pignoraticis PIGNUS - ",1862000,"   DIRECCION GENERAL DEL CREDITO PRENDARIO - "
"al007315482","Freirina","Mauricio Hidalgo Robledo","AL0071896","SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO (SENCE)","al007","Director regional Sence Atacama",2015-04-22,2015-04-22,"Reunión con Gobernadora de Huasco y Alcalde de Freirina.  Programa +Capaz - ",35836,"   Servicio Nacional de Capacitación y Empleo - "
"am00975172","Santiago, Chile","Walter Vallejos González","AM0092697","DIRECCIÓN DE PLANEAMIENTO DEL MINISTERIO DE OBRAS PÚBLICAS","am009","Director Regional de Planeamiento Región de Arica y Parinacota",2015-06-14,2015-06-19,"Participar en Jornada de Directores Regionales de Planeamiento MOP - ",497339,"   Ministerio de Obras Públicas - "
"am00975212","Localidad de Sora, Chile","Walter Vallejos González","AM0092697","DIRECCIÓN DE PLANEAMIENTO DEL MINISTERIO DE OBRAS PÚBLICAS","am009","Director Regional de Planeamiento Región de Arica y Parinacota",2015-06-12,2015-06-12,"Participar en Ceremonia de Firma de Protocolo de acuerdo para la Construcción del Embalse Chironta. - ",0,"   Ministerio de Obras Públicas - "
"ao0011407032","Valdivia","Tania Susana Herrera Martinez","AO00115777","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Jefa Departamento de Enfermedades Transmisibles - DIPRECE SSP",2015-06-14,2015-06-19,"Visita de Supervisión al Programa de Tuberculosis - ",273121,"   Subsecretaría de Salud Pública - "
"ao0011407052","Valdivia","Tania Susana Herrera Martinez","AO00115777","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Jefa Departamento de Enfermedades Transmisibles - DIPRECE SSP",2015-05-27,2015-05-29,"Taller de Tuberculosis y Pueblos Indígenas, Estrategia Nacional. - ",121387,"   Subsecretaría de Salud Pública - "
"ao0011436832","Isla de Pascua","Tania Susana Herrera Martinez","AO00115777","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Jefa Departamento de Enfermedades Transmisibles - DIPRECE SSP",2015-04-19,2015-04-26,"CAPACITACIóN DENGUE - ",355768,"   Susbsecretaría de Salud Pública - "
"ao0181476882","SANTIAGO,CHILE","Juana Isabel Opazo Hormazabal","AO01883365","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Administrativo (S), Servicio de Salud Antofagasta",2015-05-25,2015-05-26,"ASISET A ""TALLER HOSPITALES AUTOGESTIONADOS"" - ",70809,"   SERVICIO DE SALUD ANTOFAGASTA - "
"ao0181476892","SANTIAGO, CHILE","Juana Isabel Opazo Hormazabal","AO01883365","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Administrativo (S), Servicio de Salud Antofagasta",2015-05-15,2015-05-15,"ASISET A ""REUNIÓN SERVICIO CIVIL"" - ",20226,"   SERVICIO DE SALUD ANTOFAGASTA - "
"ao0181476902","SANTIAGO, CHILE","Juana Isabel Opazo Hormazabal","AO01883365","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Administrativo (S), Servicio de Salud Antofagasta",2015-05-06,2015-05-07,"ASISET A""REUNIÓN DE SERVICIO CIVIL"" - ",70809,"   SERVICIO DE SALUD ANTOFAGASTA - "
"ao0181476912","SANTIAGO, CHILE","Juana Isabel Opazo Hormazabal","AO01883365","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Administrativo (S), Servicio de Salud Antofagasta",2015-04-27,2015-04-29,"ASISTE A ""REUNIÓN SERVICIO CIVIL Y FONASA"" - ",121387,"   SERVICIO DE SALUD ANTOFAGSTA - "
"ao0181476922","SANTIAGO,CHILE","Juana Isabel Opazo Hormazabal","AO01883365","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Administrativo (S), Servicio de Salud Antofagasta",2015-04-21,2015-04-22,"ASISET A""REUNIÓN DE SUBDIRECTORES ADMINISTRATIVOS - ",70890,"   SERVICIO DE SALUD ANTOFAGASTA - "
"ao0181476932","SANTIAGO, CHILE","Juana Isabel Opazo Hormazabal","AO01883365","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Administrativo (S), Servicio de Salud Antofagasta",2015-04-15,2015-04-17,"ASISTE A ""REUNIÓN SERVICIO CIVIL Y MINSAL"" - ",121387,"   SERVICIO DE SALUD ANTOFAGASTA - "
"ao0181544232","Tocopilla","Zamir Elias Nayar Funes","AO0185382","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a) regional de Servicio Salud Antofagasta",2015-06-25,2015-06-25,"Reunión con comunidad Tocopillana en dependencias de la Gobernación Provincial - ",30682,"   Servicio de Salud Antofagasta - "
"ao0181544352","Mejillones","Zamir Elias Nayar Funes","AO0185382","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a) regional de Servicio Salud Antofagasta",2015-06-18,2015-06-18,"Reunión con gremios, funcionarios hospital de la localidad de Mejillones - ",0,"   S/I - "
"ao0181544492","Santiago","Zamir Elias Nayar Funes","AO0185382","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a) regional de Servicio Salud Antofagasta",2015-06-23,2015-06-23,"Participar en Consejo Macroregional mes de Junio - ",30682,"   Servicio de Salud Antofagasta - "
"ao0181544562","Santiago, Mejillones","Zamir Elias Nayar Funes","AO0185382","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a) regional de Servicio Salud Antofagasta",2015-06-15,2015-06-16,"Reunión en Minsal por construcción de nuevo hospital de Calama y reunión con la comunidad Mejillonina - ",107386,"   Servicio de Salud Antofagasta - "
"ao0181544602","Calama","Zamir Elias Nayar Funes","AO0185382","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a) regional de Servicio Salud Antofagasta",2015-06-09,2015-06-09,"Reuniones con sectores de la sociedad civil de la comuna - ",30682,"   Servicio de Salud Antofagasta - "
"ao0181544762","Calama","Zamir Elias Nayar Funes","AO0185382","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a) regional de Servicio Salud Antofagasta",2015-06-03,2015-06-03,"Reunión de trabajo con referente de Mideplan y visita a terreno en el contexto de desarrollo de nuevos proyectos de la red - ",30682,"   Servicio de Salud Antofagasta - "
"ao0181545712","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-04-09,2015-04-10,"Reunión GES y Referencia y Contrareferencia - ",70809,"   Servicio Salud Antofagasta - "
"ao0181545742","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-04-22,2015-04-22,"Reunión CIRA - ",45231,"   Servicio Salud Antofagasta - "
"ao0181545772","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-04-29,2015-04-29,"Reunión CIRA - ",45231,"   Servicio Salud Antofagasta - "
"ao0181545812","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-05-06,2015-05-06,"Reunión CIRA - ",45231,"   Servicio Salud Antofagasta - "
"ao0181545882","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-05-08,2015-05-08,"Cuenta Pública HRA - ",45231,"   Servicio Salud Antofagasta - "
"ao0181545922","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-05-17,2015-05-18,"Reunión Directores - ",95809,"   Servicio Salud Antofagasta - "
"ao0181545942","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-06-03,2015-06-05,"Curso: Estrategia Nacional en Salud - ",146387,"   Servicio Salud Antofagasta - "
"ao0181546052","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-06-07,2015-06-08,"Reunión de Trabajo Intersectorial (Migrantes) - ",95809,"   Servicio Salud Antofagasta - "
"ao0181546072","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-06-16,2015-06-17,"CIRA y Reunión Directores - ",95809,"   Servicio Salud Antofagasta - "
"ao0181546272","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-06-18,2015-06-19,"Reunión de Trabajo Interconsultas - ",95809,"   Servicio Salud Antofagasta - "
"ao0181546372","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-06-22,2015-06-23,"Subrogancia DSSA - ",95809,"   Servicio Salud Antofagasta - "
"ao0181546422","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-06-25,2015-06-25,"Subrogancia DSSA - ",45231,"   Servicio Salud Antofagasta - "
"ao0181546492","Antofagasta","Erica Del Carmen Del Piano Calderón","AO01877856","SERVICIO DE SALUD ANTOFAGASTA","ao018","Director(a), Hospital Marcos Macuada de Tocopilla.",2015-06-30,2015-06-30,"Consejo Consultivo Metas Sanitarias - ",45231,"   Servicio Salud Antofagasta - "
"ao0181549682","Calama","Héctor Araya Galvez","AO0185387","SERVICIO DE SALUD ANTOFAGASTA","ao018","Jefe Gabinete",2015-06-09,2015-06-09,"""REUNIÓN CON SECTORES DE LA SOCIEDAD CIVIL DE LA COMUNA"" - ",20231,"   Servicio de Salud Antofagasta - "
"ao0181549722","Mejillones","Héctor Araya Galvez","AO0185387","SERVICIO DE SALUD ANTOFAGASTA","ao018","Jefe Gabinete",2015-06-16,2015-06-16,"""REUNIÓN INFORMATIVA CON LA COMUNIDAD MEJILLONINA PARA EXPLICAR FUNCIONAMIENTO RED DE SALUD"" - ",0,"   S/I - "
"ao0181549742","MEJILLONES","Héctor Araya Galvez","AO0185387","SERVICIO DE SALUD ANTOFAGASTA","ao018","Jefe Gabinete",2015-06-18,2015-06-18,"""REUNIÓN CON GREMIOS DE FUNCIONARIOS DEL HOSPITAL DE LA LOCALIDAD"" - ",0,"   S/I - "
"ao0181549762","TOCOPILLA","Héctor Araya Galvez","AO0185387","SERVICIO DE SALUD ANTOFAGASTA","ao018","Jefe Gabinete",2015-06-25,2015-06-25,"""Reunión con comunidad Tocopillana en dependencias de la Gobernación Provincial para informar funcionamiento de la red de salud - ",20231,"   SERVICIO DE SALUD ANTOFAGASTA - "
"ao0181573422","Calama","Héctor Araya Galvez","AO0185387","SERVICIO DE SALUD ANTOFAGASTA","ao018","Jefe Gabinete",2015-06-03,2015-06-03,"Reuniones de trabajo con referentes de Mideplan y visitas a terreno - ",20131,"   Servicio de Salud Antofagasta - "
"ao0181573672","SANTIAGO","Celeste Rosario Burgos Castillo","AO01896109","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Medico (S) Hospital Dr. Leonardo Guzmán de Antofagasta",2015-06-23,2015-06-23,"Reunión Macro zona norte Minsal y jornada RISS 2015 - ",107386,"   Servicio de Salud Antofagasta - "
"ao0181573682","SANTIAGO","Celeste Rosario Burgos Castillo","AO01896109","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Medico (S) Hospital Dr. Leonardo Guzmán de Antofagasta",2015-06-10,2015-06-12,"Reunión Directores en el Ministerio - ",184090,"   Servicio de Salud Antofagasta - "
"ao0181573692","SANTIAGO","Celeste Rosario Burgos Castillo","AO01896109","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Medico (S) Hospital Dr. Leonardo Guzmán de Antofagasta",2015-06-04,2015-06-04,"Comisión nacional de cardíologia. - ",30682,"   Servicio de Salud Antofagasta - "
"ao0181573702","SANTIAGO","Celeste Rosario Burgos Castillo","AO01896109","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Medico (S) Hospital Dr. Leonardo Guzmán de Antofagasta",2015-06-02,2015-06-03,"Jornada nacional de salud mental - ",107386,"   Servicio de Salud Antofagasta - "
"ao0181650342","Antofagasta","Juana Myriam De Lourdes Sepúlveda Villalobos","AO01877914","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Administrativo, Hospital Marcos Macuada de Tocopilla.",2015-04-27,2015-04-27,"Capacitación Convenio entre el Ministerio del Interior Seguridad Pública y FONASA - ",16419,"   HOSPITAL MARCOS MACUADA - "
"ao0181650422","ANTOFAGASTA","Juana Myriam De Lourdes Sepúlveda Villalobos","AO01877914","SERVICIO DE SALUD ANTOFAGASTA","ao018","Subdirector Administrativo, Hospital Marcos Macuada de Tocopilla.",2015-06-10,2015-06-10,"SISTEMA RECAUDACION - ",16419,"   HOSPITAL TOCOPILLA - "
"ao02816322","santiago","Tatiana Elizabeth Suárez Löcher","AO02844810","SERVICIO DE SALUD TALCAHUANO","ao028","Subdirectora de las Personas",2015-04-27,2015-04-27,"entregar resultados de evaluación psicolaboral de cargo de Subdirector Medico del Servicio de salud talcahuano - ",163250,"   SERVICIO DE SALUD TALCAHUANO - "
